"","symbols"
"1623","MIC"
"1624","PSQ"
"1625","CYS"
"1626","TSEM"
"1627","ILF"
"1628","DNLI"
"1629","CHRW"
"1630","SPPI"
"1631","TTD"
"1632","ASML"
"1633","IDXX"
"1634","ONCS"
"1635","SRPT"
"1636","SHLM"
"1637","LTM"
"1638","PNK"
"1639","SGEN"
"1640","CNK"
"1641","TCBI"
"1642","OCN"
"1643","MDB"
"1644","DXPE"
"1645","NWBI"
"1646","LLL"
"1647","ENS"
"1648","RP"
"1649","TFX"
"1650","EQC"
"1651","DEI"
"1652","UFS"
"1653","MTN"
"1654","SPR"
"1655","PSEC"
"1656","LEE"
"1657","QDEL"
"1658","WETF"
"1659","BBX"
"1660","NRZ"
"1661","HBM"
"1662","INVA"
"1663","BJRI"
"1664","EVRI"
"1665","LCI"
"1666","FLIR"
"1667","PII"
"1668","JCOM"
"1669","CTT"
"1670","SCO"
"1671","TLRD"
"1672","AHH"
"1673","ENRJ"
"1674","ZS"
"1675","MIDD"
"1676","SF"
"1677","RCII"
"1678","DCP"
"1679","IMPV"
"1680","VEDL"
"1681","SERV"
"1682","UN"
"1683","WBS"
"1684","CRON"
"1685","WST"
"1686","SCI"
"1687","BERY"
"1688","ENIA"
"1689","TEUM"
"1690","TPRE"
"1691","CCK"
"1692","MAG"
"1693","WNC"
"1694","CSGP"
"1695","PETX"
"1696","ETR"
"1697","ATHN"
"1698","VLUE"
"1699","TTMI"
"1700","FLS"
"1701","ARWR"
"1702","IAC"
"1703","VIRT"
"1704","UCTT"
"1705","WBT"
"1706","VUG"
"1707","ANGI"
"1708","BCOR"
"1709","CISN"
"1710","CRH"
"1711","GHL"
"1712","IPI"
"1713","HIW"
"1714","BLDR"
"1715","CNXM"
"1716","MOBL"
"1717","CPS"
"1718","CHEF"
"1719","APH"
"1720","REXR"
"1721","KURA"
"1722","GTHX"
"1723","TK"
"1724","MRNS"
"1725","GPRE"
"1726","TERP"
"1727","RS"
"1728","HIBB"
"1729","ALGN"
"1730","HEI"
"1731","CFR"
"1732","YPF"
"1733","LGIH"
"1734","CMG"
"1735","REG"
"1736","AVXL"
"1737","AXDX"
"1738","RPM"
"1739","CTRL"
"1740","BNS"
"1741","USAT"
"1742","BWXT"
"1743","WOW"
"1744","PRMW"
"1745","WOR"
"1746","NIHD"
"1747","NUVA"
"1748","HPT"
"1749","TIP"
"1750","ADVM"
"1751","SWIR"
"1752","BIOS"
"1753","DNKN"
"1754","MBB"
"1755","EFII"
"1756","FRAN"
"1757","HUBS"
"1758","FRPT"
"1759","BNCL"
"1760","ARAY"
"1761","QUOT"
"1762","COLD"
"1763","DERM"
"1764","NS"
"1765","YANG"
"1766","FAS"
"1767","FMX"
"1768","GLIBA"
"1769","HTLD"
"1770","VRNS"
"1771","IVE"
"1772","EV"
"1773","AYTU"
"1774","PKG"
"1775","CINF"
"1776","ANY"
"1777","NAV"
"1778","DENN"
"1779","CLX"
"1780","VGR"
"1781","HII"
"1782","AFSI"
"1783","GLRE"
"1784","PRGO"
"1785","OIL"
"1786","RRR"
"1787","SINA"
"1788","FNGN"
"1789","MPO"
"1790","PRAH"
"1791","MSA"
"1792","SQNS"
"1793","ZG"
"1794","ACM"
"1795","HLI"
"1796","CMP"
"1797","GGAL"
"1798","FTNT"
"1799","CLDX"
"1800","WR"
"1801","CZZ"
"1802","MCF"
"1803","VXUS"
"1804","SPB"
"1805","IFF"
"1806","MDCA"
"1807","VCEL"
"1808","SRCL"
"1809","RING"
"1810","RBBN"
"1811","DBO"
"1812","RYI"
"1813","MAC"
"1814","SENS"
"1815","IQV"
"1816","WNS"
"1817","WTFC"
"1818","SGRY"
"1819","VIV"
"1820","XPER"
"1821","FCF"
"1822","ERX"
"1823","VG"
"1824","VYM"
"1825","SNP"
"1826","AGEN"
"1827","RPAI"
"1828","ANW"
"1829","WLH"
"1830","IVR"
"1831","RPD"
"1832","GLNG"
"1833","PETS"
"1834","TTI"
"1835","CETV"
"1836","THS"
"1837","RPXC"
"1838","AMBA"
"1839","RRD"
"1840","EDR"
"1841","AMKR"
"1842","MNTA"
"1843","TBI"
"1844","COUP"
"1845","MNKD"
"1846","ICPT"
"1847","MITK"
"1848","BHE"
"1849","PZZA"
"1850","BGI"
"1851","BCE"
"1852","GOVT"
"1853","POOL"
"1854","EQM"
"1855","MGRC"
"1856","MDCO"
"1857","FANH"
"1858","INFN"
"1859","MMSI"
"1860","SDOW"
"1861","PTN"
"1862","FCB"
"1863","ENIC"
"1864","SPXC"
"1865","HEWG"
"1866","ARCH"
"1867","AM"
"1868","TGI"
"1869","AWK"
"1870","REDU"
"1871","DEPO"
"1872","R"
"1873","SREV"
"1874","OA"
"1875","EXG"
"1876","BKH"
"1877","AVD"
"1878","CMCM"
"1879","UPLD"
"1880","HYS"
"1881","GPN"
"1882","COLM"
"1883","GLUU"
"1884","HE"
"1885","SJI"
"1886","DWT"
"1887","CCOI"
"1888","SEDG"
"1889","LLNW"
"1890","PBYI"
"1891","IRWD"
"1892","CSGS"
"1893","FBM"
"1894","VAR"
"1895","CNSL"
"1896","SUPN"
"1897","DPW"
"1898","UGI"
"1899","COLL"
"1900","SVU"
"1901","DRNA"
"1902","BKCC"
"1903","CBD"
"1904","SMG"
"1905","PACB"
"1906","AVDL"
"1907","APHB"
"1908","PGX"
"1909","JNCE"
"1910","SLVO"
"1911","WAT"
"1912","NLNK"
"1913","MUB"
"1914","FLOW"
"1915","MKSI"
"1916","CWT"
"1917","RESI"
"1918","NEAR"
"1919","MTB"
"1920","CRL"
"1921","AHGP"
"1922","KEYW"
"1923","CDK"
"1924","FDS"
"1925","JLL"
"1926","HSC"
"1927","LNTH"
"1928","SAIL"
"1929","OEF"
"1930","PNM"
"1931","VSAR"
"1932","AT"
"1933","PACW"
"1934","MXL"
"1935","OLLI"
"1936","SGYP"
"1937","LOCO"
"1938","RUSHA"
"1939","APPN"
"1940","RHE"
"1941","AVY"
"1942","EGLT"
"1943","WMS"
"1944","MCFT"
"1945","DHT"
"1946","AVA"
"1947","WLK"
"1948","PSA"
"1949","AAWW"
"1950","WIX"
"1951","USCR"
"1952","INO"
"1953","NTB"
"1954","AAOI"
"1955","ERI"
"1956","FOSL"
"1957","STE"
"1958","OSTK"
"1959","SCHE"
"1960","FOXF"
"1961","MDGS"
"1962","AZPN"
"1963","DCI"
"1964","FTAI"
"1965","DSS"
"1966","ONVO"
"1967","KERX"
"1968","AIZ"
"1969","IRBT"
"1970","SBLK"
"1971","CWST"
"1972","BURL"
"1973","LEG"
"1974","COR"
"1975","AAN"
"1976","SOI"
"1977","PRA"
"1978","GPMT"
"1979","EDZ"
"1980","NBLX"
"1981","WMIH"
"1982","INT"
"1983","UMBF"
"1984","LPG"
"1985","SOHU"
"1986","IPHI"
"1987","FGEN"
"1988","BAP"
"1989","BC"
"1990","FTR"
"1991","OCSL"
"1992","MBUU"
"1993","ACHN"
"1994","HTLF"
"1995","BLKB"
"1996","SNN"
"1997","CUBI"
"1998","ENPH"
"1999","CADE"
"2000","AJRD"
"2001","APAM"
"2002","DXGE"
"2003","PEI"
"2004","HLIT"
"2005","ST"
"2006","IPAR"
"2007","CRTO"
"2008","AKR"
"2009","CALI"
"2010","MRTX"
"2011","ZUMZ"
"2012","OAK"
"2013","BRSS"
"2014","CHKR"
"2015","MLI"
"2016","ROG"
"2017","UMC"
"2018","EWD"
"2019","QHC"
"2020","TSS"
"2021","BAND"
"2022","ABMD"
"2023","KEYS"
"2024","HRC"
"2025","SSP"
"2026","FRT"
"2027","NDSN"
"2028","LOXO"
"2029","ALSK"
"2030","ASC"
"2031","BATRK"
"2032","STC"
"2033","IRT"
"2034","FFBC"
"2035","DLTH"
"2036","LII"
"2037","SCHV"
"2038","OSG"
"2039","KTWO"
"2040","GOOS"
"2041","MRT"
"2042","AXTI"
"2043","EGRX"
"2044","BMO"
"2045","EVV"
"2046","DBVT"
"2047","EPAM"
"2048","GDEN"
"2049","PVH"
"2050","CRBP"
"2051","MTD"
"2052","BCRX"
"2053","ASNA"
"2054","TOWN"
"2055","CBPO"
"2056","FIVN"
"2057","EEV"
"2058","EGHT"
"2059","ESS"
"2060","JKHY"
"2061","INGR"
"2062","HT"
"2063","EPAY"
"2064","GTXI"
"2065","BAS"
"2066","CPHI"
"2067","EFAV"
"2068","ADSW"
"2069","WPC"
"2070","VRSK"
"2071","ICLR"
"2072","AQMS"
"2073","AWR"
"2074","DRRX"
"2075","VRA"
"2076","WLKP"
"2077","SNHY"
"2078","BFAM"
"2079","IOVA"
"2080","TEN"
"2081","SUP"
"2082","LL"
"2083","BID"
"2084","TRXC"
"2085","LEA"
"2086","APD"
"2087","OSUR"
"2088","AVT"
"2089","SXC"
"2090","SPLV"
"2091","ATTO"
"2092","DVY"
"2093","NVCR"
"2094","DAR"
"2095","PCH"
"2096","SAFM"
"2097","CRIS"
"2098","RMBS"
"2099","PRTK"
"2100","MLPI"
"2101","AJG"
"2102","RGA"
"2103","GMLP"
"2104","TAST"
"2105","KB"
"2106","OTEX"
"2107","FHB"
"2108","SANM"
"2109","SNV"
"2110","EUFN"
"2111","MOD"
"2112","MGI"
"2113","WBC"
"2114","NSH"
"2115","SNA"
"2116","ELGX"
"2117","KOPN"
"2118","CLDT"
"2119","AIMT"
"2120","OSBC"
"2121","BRKL"
"2122","DEO"
"2123","UNFI"
"2124","PFF"
"2125","ONDK"
"2126","SAH"
"2127","NVTA"
"2128","HZO"
"2129","TNK"
"2130","GSG"
"2131","SATS"
"2132","KANG"
"2133","SLGN"
"2134","IBKR"
"2135","VSM"
"2136","HMC"
"2137","GPI"
"2138","VLP"
"2139","CPA"
"2140","ROCK"
"2141","RNWK"
"2142","HOV"
"2143","ASTE"
"2144","BWP"
"2145","AVXS"
"2146","ACET"
"2147","CTLT"
"2148","ROBO"
"2149","DMRC"
"2150","CUTR"
"2151","UEPS"
"2152","AMCX"
"2153","CALD"
"2154","DXD"
"2155","NMM"
"2156","SAIC"
"2157","QLD"
"2158","DIOD"
"2159","RARE"
"2160","CQH"
"2161","INOV"
"2162","GOV"
"2163","TPX"
"2164","CBM"
"2165","MYOK"
"2166","BNFT"
"2167","VVR"
"2168","IYE"
"2169","PLYA"
"2170","CSFL"
"2171","CFFN"
"2172","HSII"
"2173","GDS"
"2174","UL"
"2175","LOPE"
"2176","FAC"
"2177","TCMD"
"2178","HVT"
"2179","EWQ"
"2180","GOLD"
"2181","RLI"
"2182","KEX"
"2183","SPYG"
"2184","SMTC"
"2185","OR"
"2186","XNCR"
"2187","B"
"2188","DIN"
"2189","SCHN"
"2190","OMN"
"2191","NM"
"2192","HSON"
"2193","UBSI"
"2194","HEZU"
"2195","FPRX"
"2196","GVA"
"2197","EVTC"
"2198","IVW"
"2199","SMCI"
"2200","FLXN"
"2201","HDGE"
"2202","DESP"
"2203","ODFL"
"2204","CFMS"
"2205","NVTR"
"2206","TGP"
"2207","VRP"
"2208","NFJ"
"2209","ENZ"
"2210","KRA"
"2211","NSU"
"2212","WLTW"
"2213","TRCO"
"2214","GGN"
"2215","QTM"
"2216","CDXS"
"2217","TFI"
"2218","FCFS"
"2219","MB"
"2220","I"
"2221","FSNN"
"2222","URG"
"2223","LTXB"
"2224","VREX"
"2225","KDMN"
"2226","CNS"
"2227","LM"
"2228","BITA"
"2229","LXU"
"2230","SON"
"2231","GDOT"
"2232","ROP"
"2233","NLS"
"2234","SITE"
"2235","LSXMK"
"2236","MSTR"
"2237","NFEC"
"2238","COHU"
"2239","RBA"
"2240","OTIC"
"2241","OPB"
"2242","BT"
"2243","ABAX"
"2244","CPRX"
"2245","ZIOP"
"2246","EFR"
"2247","GRMN"
"2248","SPDW"
"2249","MEDP"
"2250","TEF"
"2251","EXIV"
"2252","CSLT"
"2253","KEP"
"2254","CEIX"
"2255","GIL"
"2256","NEWM"
"2257","TYPE"
"2258","KYN"
"2259","NVGS"
"2260","MCC"
"2261","MCY"
"2262","TWOU"
"2263","MDGL"
"2264","AZUL"
"2265","TCS"
"2266","ACTG"
"2267","GATX"
"2268","EPC"
"2269","SRG"
"2270","AMWD"
"2271","CATY"
"2272","MSM"
"2273","COLB"
"2274","GBT"
"2275","GEF"
"2276","LOMA"
"2277","MPAA"
"2278","HCHC"
"2279","GGG"
"2280","BPFH"
"2281","TDS"
"2282","SYNT"
"2283","COWN"
"2284","MTH"
"2285","GTLS"
"2286","SKYW"
"2287","CONN"
"2288","EZPW"
"2289","GNL"
"2290","BXC"
"2291","NPO"
"2292","RCI"
"2293","LFIN"
"2294","BSMX"
"2295","MHLD"
"2296","MLNX"
"2297","AERI"
"2298","BAK"
"2299","SOXX"
"2300","SEM"
"2301","AST"
"2302","REN"
"2303","CCU"
"2304","KPTI"
"2305","WAGE"
"2306","GEL"
"2307","AVID"
"2308","HEP"
"2309","SLDB"
"2310","GNRC"
"2311","WD"
"2312","SCHG"
"2313","SHLO"
"2314","DNB"
"2315","AMID"
"2316","TBBK"
"2317","IVC"
"2318","TOUR"
"2319","ESND"
"2320","ITT"
"2321","MTRX"
"2322","APLP"
"2323","EPOL"
"2324","BIV"
"2325","SPWR"
"2326","CHH"
"2327","TMK"
"2328","SPYV"
"2329","TOT"
"2330","BDJ"
"2331","PGTI"
"2332","MDP"
"2333","SLAB"
"2334","DATA"
"2335","WWE"
"2336","RNG"
"2337","EHC"
"2338","PEGA"
"2339","NOVT"
"2340","DTE"
"2341","MYGN"
"2342","DEA"
"2343","MINI"
"2344","PXLW"
"2345","BRS"
"2346","DGRO"
"2347","ERF"
"2348","AEIS"
"2349","ETV"
"2350","LHCG"
"2351","NDAQ"
"2352","NFG"
"2353","WSFS"
"2354","CNNE"
"2355","WCC"
"2356","BRC"
"2357","PIRS"
"2358","AAT"
"2359","ENR"
"2360","NSA"
"2361","ABIO"
"2362","RFP"
"2363","SRRA"
"2364","EE"
"2365","NXEO"
"2366","VRTU"
"2367","COTV"
"2368","MMYT"
"2369","MEET"
"2370","UTHR"
"2371","CALM"
"2372","ALRM"
"2373","USAC"
"2374","MKTX"
"2375","LSCC"
"2376","PTGX"
"2377","WSR"
"2378","RWT"
"2379","ECPG"
"2380","MCRN"
"2381","SFL"
"2382","AME"
"2383","BKNG"
"2384","DCT"
"2385","CSTE"
"2386","BOFI"
"2387","QNST"
"2388","SR"
"2389","SHLD"
"2390","PMTS"
"2391","SIMO"
"2392","AMED"
"2393","HRTG"
"2394","EUM"
"2395","IGF"
"2396","VNET"
"2397","AYX"
"2398","UBSH"
"2399","CHRS"
"2400","KEM"
"2401","BWB"
"2402","BEDU"
"2403","CIB"
"2404","PES"
"2405","FSP"
"2406","IIIN"
"2407","BLD"
"2408","HFWA"
"2409","SCSC"
"2410","QADA"
"2411","SALT"
"2412","BHLB"
"2413","CASI"
"2414","TSC"
"2415","STB"
"2416","RE"
"2417","LUNA"
"2418","FBC"
"2419","CLS"
"2420","EVLV"
"2421","PHK"
"2422","SFNC"
"2423","GBX"
"2424","DGRW"
"2425","GWR"
"2426","VRS"
"2427","HUBB"
"2428","EPP"
"2429","PPDF"
"2430","GLOW"
"2431","EWM"
"2432","GTT"
"2433","PBA"
"2434","LTS"
"2435","UAN"
"2436","GMED"
"2437","VERU"
"2438","PB"
"2439","VVI"
"2440","TSRO"
"2441","EGL"
"2442","MRCY"
"2443","VSI"
"2444","TU"
"2445","LCII"
"2446","IBKC"
"2447","ICFI"
"2448","ACIW"
"2449","ADX"
"2450","ONCE"
"2451","PTCT"
"2452","TFSL"
"2453","ATNM"
"2454","CSU"
"2455","RRGB"
"2456","HUD"
"2457","CECE"
"2458","IART"
"2459","CHU"
"2460","VB"
"2461","APTS"
"2462","III"
"2463","JILL"
"2464","STBZ"
"2465","YRCW"
"2466","CNAT"
"2467","WWW"
"2468","LXRX"
"2469","PRAA"
"2470","CLM"
"2471","COBZ"
"2472","RPT"
"2473","STMP"
"2474","SCVL"
"2475","CORE"
"2476","AFG"
"2477","KRNT"
"2478","CYD"
"2479","MYRG"
"2480","BANR"
"2481","CRESY"
"2482","HIFR"
"2483","XT"
"2484","IUSG"
"2485","FPH"
"2486","MNR"
"2487","FN"
"2488","CPK"
"2489","ORC"
"2490","SLF"
"2491","KL"
"2492","VSAT"
"2493","CHFC"
"2494","WK"
"2495","ADMS"
"2496","FUN"
"2497","SIGI"
"2498","SCHA"
"2499","CACI"
"2500","BBOX"
"2501","RMTI"
"2502","SUPV"
"2503","ALKS"
"2504","CRAY"
"2505","GLDD"
"2506","BOH"
"2507","FIZZ"
"2508","LIQT"
"2509","CEPU"
"2510","VVC"
"2511","SBBP"
"2512","DORM"
"2513","EVBG"
"2514","IGOV"
"2515","AKCA"
"2516","AEMD"
"2517","ENV"
"2518","AIN"
"2519","CAE"
"2520","ATRS"
"2521","QES"
"2522","NUV"
"2523","HXL"
"2524","SPHD"
"2525","SWM"
"2526","TUSK"
"2527","HBHC"
"2528","EME"
"2529","VUZI"
"2530","OFG"
"2531","SSLJ"
"2532","GLT"
"2533","IUSV"
"2534","PHG"
"2535","DUST"
"2536","FMI"
"2537","MERC"
"2538","HEES"
"2539","CMO"
"2540","BXMX"
"2541","AZO"
"2542","AMZA"
"2543","AGFS"
"2544","WCG"
"2545","IDV"
"2546","JKS"
"2547","SNCR"
"2548","PTI"
"2549","LKSD"
"2550","TM"
"2551","UVV"
"2552","VNM"
"2553","EIGI"
"2554","BIOC"
"2555","HUBG"
"2556","LAD"
"2557","TWI"
"2558","SNBR"
"2559","RYAM"
"2560","LOGI"
"2561","DCO"
"2562","FLWS"
"2563","HYT"
"2564","FCPT"
"2565","EBIX"
"2566","UDOW"
"2567","ENBL"
"2568","MTUM"
"2569","NYRT"
"2570","MFG"
"2571","ANAB"
"2572","ABUS"
"2573","SCG"
"2574","CBB"
"2575","MSG"
"2576","ANSS"
"2577","STML"
"2578","NVRO"
"2579","MMS"
"2580","HTGC"
"2581","CBRL"
"2582","GEN"
"2583","ADXS"
"2584","ITRI"
"2585","EMES"
"2586","TEP"
"2587","GBCI"
"2588","NR"
"2589","ERII"
"2590","CLMT"
"2591","RVT"
"2592","AINV"
"2593","FMS"
"2594","DST"
"2595","EMD"
"2596","RDY"
"2597","CERS"
"2598","LIT"
"2599","SDRL"
"2600","BL"
"2601","NCI"
"2602","TLK"
"2603","SSYS"
"2604","GUNR"
"2605","HTH"
"2606","LKFN"
"2607","ANGO"
"2608","PKX"
"2609","SVM"
"2610","ENT"
"2611","WGL"
"2612","AEGN"
"2613","AXE"
"2614","BTX"
"2615","LE"
"2616","ACIA"
"2617","HAWK"
"2618","PAG"
"2619","PRIM"
"2620","CTMX"
"2621","OPHT"
"2622","RDUS"
"2623","FLRN"
"2624","BBGI"
"2625","CASH"
"2626","SITO"
"2627","PINC"
"2628","GWPH"
"2629","EGIF"
"2630","SFBS"
"2631","SMPL"
"2632","FNKO"
"2633","CVRR"
"2634","RBS"
"2635","SSTK"
"2636","DCM"
"2637","ZBRA"
"2638","BMA"
"2639","BGG"
"2640","GABC"
"2641","NCMI"
"2642","PCSB"
"2643","ERUS"
"2644","EROS"
"2645","HIVE"
"2646","INST"
"2647","FDP"
"2648","MGLN"
"2649","BOJA"
"2650","ADMP"
"2651","EEQ"
"2652","EDIT"
"2653","TLRA"
"2654","BGY"
"2655","AB"
"2656","DGAZ"
"2657","GAIA"
"2658","PRGS"
"2659","TRMK"
"2660","ACRS"
"2661","MSGN"
"2662","NUS"
"2663","SPSC"
"2664","EFSC"
"2665","BOKF"
"2666","MD"
"2667","PSMT"
"2668","FTK"
"2669","UVSP"
"2670","OCFC"
"2671","RADA"
"2672","PAM"
"2673","BND"
"2674","EZA"
"2675","GOGL"
"2676","CNCE"
"2677","CCRN"
"2678","JBT"
"2679","PJT"
"2680","RUBI"
"2681","BKE"
"2682","RHP"
"2683","IRTC"
"2684","ADC"
"2685","SMIN"
"2686","ENVA"
"2687","QTNT"
"2688","CMRE"
"2689","EGAN"
"2690","ZGNX"
"2691","TPIC"
"2692","ARW"
"2693","NEA"
"2694","TA"
"2695","AMG"
"2696","FRTA"
"2697","EFV"
"2698","INWK"
"2699","PI"
"2700","NMR"
"2701","FPE"
"2702","BLV"
"2703","UCFC"
"2704","MNRO"
"2705","CWI"
"2706","FMBI"
"2707","ACLS"
"2708","ITCI"
"2709","LSI"
"2710","NOBL"
"2711","CSJ"
"2712","VIVO"
"2713","TCAP"
"2714","MCHX"
"2715","EPR"
"2716","GEM"
"2717","IGD"
"2718","EWS"
"2719","CRAI"
"2720","DSGX"
"2721","ORIT"
"2722","CTIC"
"2723","JASO"
"2724","GUT"
"2725","AIT"
"2726","HCM"
"2727","TTS"
"2728","TREE"
"2729","MODN"
"2730","AXAS"
"2731","OUNZ"
"2732","CTSO"
"2733","KIE"
"2734","SNX"
"2735","ACOR"
"2736","PCTY"
"2737","TX"
"2738","BSAC"
"2739","ALIM"
"2740","LILAK"
"2741","PTR"
"2742","ASUR"
"2743","UTG"
"2744","SSL"
"2745","GSS"
"2746","HMN"
"2747","VMBS"
"2748","NTLA"
"2749","AEHR"
"2750","BMI"
"2751","CHCT"
"2752","MSBI"
"2753","GNMK"
"2754","HLNE"
"2755","XES"
"2756","HHC"
"2757","DLS"
"2758","PMT"
"2759","APPS"
"2760","SHAK"
"2761","GOLF"
"2762","WTTR"
"2763","APU"
"2764","VYGR"
"2765","DOOR"
"2766","LGND"
"2767","EBSB"
"2768","CENTA"
"2769","EGP"
"2770","SNPS"
"2771","FCEL"
"2772","PSO"
"2773","AOD"
"2774","EEX"
"2775","UIHC"
"2776","VCV"
"2777","BIO"
"2778","E"
"2779","MIME"
"2780","GHDX"
"2781","KRC"
"2782","RVNC"
"2783","NATI"
"2784","CRR"
"2785","ACCO"
"2786","PLXS"
"2787","TRNO"
"2788","ASGN"
"2789","CVNA"
"2790","MANT"
"2791","FEN"
"2792","GSUM"
"2793","OMAB"
"2794","VNOM"
"2795","TCPC"
"2796","IBTX"
"2797","ZN"
"2798","DSPG"
"2799","FWONA"
"2800","GER"
"2801","QTRX"
"2802","ZEAL"
"2803","ATKR"
"2804","UHAL"
"2805","SJR"
"2806","SIGM"
"2807","BOLD"
"2808","AI"
"2809","SA"
"2810","BCOV"
"2811","ACBI"
"2812","CVBF"
"2813","ISCA"
"2814","NGVT"
"2815","BY"
"2816","LSXMA"
"2817","PATK"
"2818","AGQ"
"2819","INUV"
"2820","SYNC"
"2821","VBLT"
"2822","VMI"
"2823","CHSP"
"2824","HF"
"2825","BPMC"
"2826","SASR"
"2827","AYR"
"2828","CLD"
"2829","NBRV"
"2830","PGAL"
"2831","TVTY"
"2832","VGT"
"2833","FCN"
"2834","ATOM"
"2835","WEX"
"2836","AQXP"
"2837","NXST"
"2838","CCIH"
"2839","CURO"
"2840","KODK"
"2841","MTRN"
"2842","TECH"
"2843","WING"
"2844","VDSI"
"2845","UBNK"
"2846","ALO"
"2847","HAFC"
"2848","FI"
"2849","ADES"
"2850","ATRA"
"2851","BOOM"
"2852","GLYC"
"2853","SPH"
"2854","GCAP"
"2855","NEWR"
"2856","VCRA"
"2857","SHV"
"2858","FXE"
"2859","BZH"
"2860","PRI"
"2861","FTSM"
"2862","TCO"
"2863","EXLS"
"2864","DM"
"2865","QLYS"
"2866","QURE"
"2867","RTRX"
"2868","STAR"
"2869","WIFI"
"2870","CLSD"
"2871","FNDE"
"2872","ICUI"
"2873","WVE"
"2874","MNTX"
"2875","LSTR"
"2876","LTC"
"2877","ELS"
"2878","TGS"
"2879","CDR"
"2880","BHBK"
"2881","ABDC"
"2882","VGZ"
"2883","ARTX"
"2884","BIF"
"2885","IGHG"
"2886","NAK"
"2887","ASIX"
"2888","GMZ"
"2889","SYBX"
"2890","TEO"
"2891","WASH"
"2892","XLRN"
"2893","RMNI"
"2894","LMAT"
"2895","HMI"
"2896","SRT"
"2897","IMDZ"
"2898","BPY"
"2899","CBZ"
"2900","BLRX"
"2901","KIRK"
"2902","BSCK"
"2903","CDZI"
"2904","SAIA"
"2905","CRMD"
"2906","IPOA"
"2907","PIN"
"2908","RQI"
"2909","THM"
"2910","IDSY"
"2911","SHY"
"2912","RRTS"
"2913","INSY"
"2914","OGS"
"2915","RWO"
"2916","AY"
"2917","USLV"
"2918","CMD"
"2919","LBY"
"2920","VSS"
"2921","RBC"
"2922","SCHM"
"2923","CIO"
"2924","THD"
"2925","FNJN"
"2926","ADUS"
"2927","FTEC"
"2928","LBAI"
"2929","NWE"
"2930","PLT"
"2931","HTM"
"2932","GOL"
"2933","ELF"
"2934","VAC"
"2935","GNBC"
"2936","OMCL"
"2937","UFPI"
"2938","IBOC"
"2939","ZAGG"
"2940","VEC"
"2941","WBK"
"2942","CSQ"
"2943","HELE"
"2944","CRHM"
"2945","FGP"
"2946","IIF"
"2947","NIB"
"2948","XSPA"
"2949","BRG"
"2950","GSV"
"2951","PCMI"
"2952","AIR"
"2953","POL"
"2954","MINT"
"2955","EBR"
"2956","TRVG"
"2957","HIIQ"
"2958","SIEN"
"2959","HASI"
"2960","CVI"
"2961","CPLP"
"2962","JOBS"
"2963","FOGO"
"2964","SPAB"
"2965","AWF"
"2966","BXG"
"2967","FBK"
"2968","IYZ"
"2969","FAX"
"2970","SHYG"
"2971","NICE"
"2972","KALU"
"2973","ACC"
"2974","RELX"
"2975","CAMP"
"2976","ICON"
"2977","JE"
"2978","ASPS"
"2979","RGS"
"2980","BNO"
"2981","ZIXI"
"2982","ACWV"
"2983","ITGR"
"2984","CGBD"
"2985","EWN"
"2986","MNLO"
"2987","BSF"
"2988","RGEN"
"2989","BPI"
"2990","KRO"
"2991","SB"
"2992","AOSL"
"2993","CVGW"
"2994","DSKE"
"2995","DGICA"
"2996","CCO"
"2997","TUES"
"2998","GXC"
"2999","SILC"
"3000","RGLD"
"3001","ARLZ"
"3002","GBDC"
"3003","IFGL"
"3004","OCSI"
"3005","TSG"
"3006","EBS"
"3007","EURN"
"3008","QTWO"
"3009","SNLN"
"3010","SAGE"
"3011","NOA"
"3012","APVO"
"3013","CALX"
"3014","PLAB"
"3015","RARX"
"3016","AGYS"
"3017","RSO"
"3018","AHT"
"3019","CALA"
"3020","TGH"
"3021","CG"
"3022","EVA"
"3023","RPV"
"3024","ATR"
"3025","TRST"
"3026","SYKE"
"3027","TEDU"
"3028","FWRD"
"3029","ABG"
"3030","LBC"
"3031","MARA"
"3032","DS"
"3033","FLIC"
"3034","ARDX"
"3035","ARR"
"3036","ADAP"
"3037","BIL"
"3038","ATGE"
"3039","WHD"
"3040","BSV"
"3041","LEXEA"
"3042","LECO"
"3043","PID"
"3044","TRVN"
"3045","JPS"
"3046","FSB"
"3047","SPHQ"
"3048","CATO"
"3049","SGOL"
"3050","MTX"
"3051","BOE"
"3052","FENG"
"3053","VTL"
"3054","LJPC"
"3055","TREX"
"3056","FTS"
"3057","VV"
"3058","CCS"
"3059","CHUY"
"3060","FDN"
"3061","MLNT"
"3062","CLB"
"3063","CTRN"
"3064","VSTM"
"3065","CIT"
"3066","UTI"
"3067","GPL"
"3068","INTT"
"3069","BGB"
"3070","IBP"
"3071","CENT"
"3072","SPTN"
"3073","NML"
"3074","NSIT"
"3075","AMRS"
"3076","EQBK"
"3077","SEAC"
"3078","RVLT"
"3079","JMF"
"3080","RNGR"
"3081","INAP"
"3082","ACWX"
"3083","ARGX"
"3084","RACE"
"3085","STKL"
"3086","VFH"
"3087","ROL"
"3088","KOP"
"3089","STAA"
"3090","TCRD"
"3091","LFUS"
"3092","CYBR"
"3093","ULTI"
"3094","ESL"
"3095","APOG"
"3096","MPWR"
"3097","MBIN"
"3098","HI"
"3099","CRED"
"3100","PZA"
"3101","FELE"
"3102","SSB"
"3103","LAYN"
"3104","WBAI"
"3105","ADMA"
"3106","ETY"
"3107","GLP"
