"","X","cluster"
"4391","FGEN",1
"4392","ACHN",1
"4393","SNN",1
"4394","MRTX",1
"4395","QHC",1
"4396","ABMD",1
"4397","HRC",1
"4398","EGRX",1
"4399","DBVT",1
"4400","CRBP",1
"4401","MTD",1
"4402","BCRX",1
"4403","CBPO",1
"4404","CPHI",1
"4405","ICLR",1
"4406","DRRX",1
"4407","IOVA",1
"4408","TRXC",1
"4409","OSUR",1
"4410","NVCR",1
"4411","CRIS",1
"4412","PRTK",1
"4413","ELGX",1
"4414","AIMT",1
"4415","NVTA",1
"4416","CTLT",1
"4417","CUTR",1
"4418","RARE",1
"4419","CBM",1
"4420","MYOK",1
"4421","TCMD",1
"4422","XNCR",1
"4423","FPRX",1
"4424","FLXN",1
"4425","CFMS",1
"4426","NVTR",1
"4427","ENZ",1
"4428","CDXS",1
"4429","KDMN",1
"4430","OTIC",1
"4431","CPRX",1
"4432","ZIOP",1
"4433","MEDP",1
"4434","MDGL",1
"4435","GBT",1
"4436","AERI",1
"4437","SEM",1
"4438","KPTI",1
"4439","IVC",1
"4440","EHC",1
"4441","MYGN",1
"4442","LHCG",1
"4443","PIRS",1
"4444","ABIO",1
"4445","SRRA",1
"4446","UTHR",1
"4447","PTGX",1
"4448","AMED",1
"4449","CHRS",1
"4450","CASI",1
"4451","GMED",1
"4452","VERU",1
"4453","ONCE",1
"4454","PTCT",1
"4455","ATNM",1
"4456","CSU",1
"4457","IART",1
"4458","CNAT",1
"4459","LXRX",1
"4460","ADMS",1
"4461","RMTI",1
"4462","ALKS",1
"4463","SBBP",1
"4464","ATRS",1
"4465","WCG",1
"4466","PTI",1
"4467","BIOC",1
"4468","ABUS",1
"4469","STML",1
"4470","NVRO",1
"4471","GEN",1
"4472","ADXS",1
"4473","FMS",1
"4474","RDY",1
"4475","CERS",1
"4476","ANGO",1
"4477","CTMX",1
"4478","RDUS",1
"4479","GWPH",1
"4480","MGLN",1
"4481","ADMP",1
"4482","EDIT",1
"4483","ACRS",1
"4484","MD",1
"4485","CNCE",1
"4486","IRTC",1
"4487","QTNT",1
"4488","ZGNX",1
"4489","ITCI",1
"4490","VIVO",1
"4491","CTIC",1
"4492","HCM",1
"4493","CTSO",1
"4494","ACOR",1
"4495","ALIM",1
"4496","NTLA",1
"4497","GNMK",1
"4498","VYGR",1
"4499","LGND",1
"4500","BIO",1
"4501","RVNC",1
"4502","BOLD",1
"4503","VBLT",1
"4504","BPMC",1
"4505","NBRV",1
"4506","TVTY",1
"4507","TECH",1
"4508","ATRA",1
"4509","GLYC",1
"4510","QURE",1
"4511","CLSD",1
"4512","ICUI",1
"4513","WVE",1
"4514","SYBX",1
"4515","XLRN",1
"4516","LMAT",1
"4517","BLRX",1
"4518","CRMD",1
"4519","CMD",1
"4520","ADUS",1
"4521","CRHM",1
"4522","HIIQ",1
"4523","SIEN",1
"4524","ITGR",1
"4525","RGEN",1
"4526","EBS",1
"4527","SAGE",1
"4528","APVO",1
"4529","RARX",1
"4530","CALA",1
"4531","ARDX",1
"4532","ADAP",1
"4533","TRVN",1
"4534","LJPC",1
"4535","MLNT",1
"4536","VSTM",1
"4537","STAA",1
"4538","ADMA",1
"4539","INNT",1
"4540","ENTA",1
"4541","HBIO",1
"4542","NSTG",1
"4543","CDMO",1
"4544","CGIX",1
"4545","CRVS",1
"4546","SNDX",1
"4547","INGN",1
"4548","PEN",1
"4549","ANIP",1
"4550","GNCA",1
"4551","PRSC",1
"4552","FATE",1
"4553","TTOO",1
"4554","AMPH",1
"4555","CNMD",1
"4556","CYTK",1
"4557","FONR",1
"4558","CRY",1
"4559","AGIO",1
"4560","CO",1
"4561","EARS",1
"4562","HSKA",1
"4563","USPH",1
"4564","CARA",1
"4565","CMRX",1
"4566","TARO",1
"4567","NEO",1
"4568","MTEM",1
"4569","RTTR",1
"4570","ASMB",1
"4571","CHE",1
"4572","CRSP",1
"4573","CDTX",1
"4574","MEIP",1
"4575","XENT",1
"4576","TCON",1
"4577","NERV",1
"4578","NYMX",1
"4579","MYO",1
"4580","FCSC",1
"4581","BLCM",1
"4582","RGNX",1
"4583","MBRX",1
"4584","AFMD",1
"4585","EIGR",1
"4586","ATRC",1
"4587","CKPT",1
"4588","SRDX",1
"4589","OCUL",1
"4590","EPZM",1
"4591","ADRO",1
"4592","PLX",1
"4593","CFRX",1
"4594","ENSG",1
"4595","RWLK",1
"4596","TBPH",1
"4597","PAHC",1
"4598","ALDX",1
"4599","ONTX",1
"4600","JAGX",1
"4601","CSII",1
"4602","RTIX",1
"4603","NEOG",1
"4604","GNMX",1
"4605","GALT",1
"4606","AUPH",1
"4607","NK",1
"4608","DFFN",1
"4609","VIVE",1
"4610","OFIX",1
"4611","GLMD",1
"4612","MDWD",1
"4613","NOVN",1
"4614","ZFGN",1
"4615","ZSAN",1
"4616","CCXI",1
"4617","ARA",1
"4618","KIN",1
"4619","MACK",1
"4620","ACST",1
"4621","ATHX",1
"4622","PLXP",1
"4623","XOMA",1
"4624","NVIV",1
"4625","PULM",1
"4626","SCYX",1
"4627","NTRA",1
"4628","MBOT",1
"4629","APTO",1
"4630","SNSS",1
"4631","VCYT",1
"4632","CGEN",1
"4633","FOMX",1
"4634","ACIU",1
"4635","MGEN",1
"4636","SELB",1
"4637","KMPH",1
"4638","RCKT",1
"4639","CLSN",1
"4640","OCX",1
"4641","CLLS",1
"4642","NTEC",1
"4643","FBIO",1
"4644","GLPG",1
"4645","AGRX",1
"4646","AGTC",1
"4647","CBIO",1
"4648","SYRS",1
"4649","SPNE",1
"4650","MRUS",1
"4651","IMUC",1
"4652","INFU",1
"4653","MGNX",1
"4654","AMEH",1
"4655","AXSM",1
"4656","HTBX",1
"4657","KALV",1
"4658","MCRB",1
"4659","REPH",1
"4660","TYHT",1
"4661","PSTI",1
"4662","FVE",1
"4663","IBIO",1
"4664","VNRX",1
"4665","AGLE",1
"4666","CERC",1
"4667","CBMG",1
"4668","ASND",1
"4669","ANIK",1
"4670","PRQR",1
"4671","UTMD",1
"4672","CATB",1
"4673","MTNB",1
"4674","RSLS",1
"4675","ZYNE",1
"4676","SNOA",1
"4677","NSPR",1
"4678","DXR",1
"4679","RDHL",1
"4680","SPHS",1
"4681","NHC",1
"4682","INFI",1
"4683","BSPM",1
"4684","ATOS",1
"4685","BIOL",1
"4686","MNOV",1
"4687","NURO",1
"4688","OXFD",1
"4689","PFNX",1
"4690","PLSE",1
"4691","RVP",1
"4692","SBPH",1
"4693","SNGX",1
"4694","CSBR",1
"4695","AVGR",1
"4696","ACHV",1
"4697","ALT",1
"4698","ANTH",1
"4699","CHFS",1
"4700","CPIX",1
"4701","DRIO",1
"4702","LIFE",1
"4703","LPCN",1
"4704","NEPT",1
"4705","OBLN",1
"4706","TROV",1
"4707","TTNP",1
"4708","VTVT",1
"4709","FWP",1
"4710","ALBO",1
"4711","JYNT",1
"4712","CWBR",1
"4713","IRIX",1
"4714","CYAD",1
"4715","AKER",1
"4716","ATRI",1
"4717","AHPI",1
"4718","ARCT",1
"4719","AZRX",1
"4720","BLPH",1
"4721","BSTC",1
"4722","CHEK",1
"4723","CYCC",1
"4724","DRAD",1
"4725","EDAP",1
"4726","EKSO",1
"4727","EYES",1
"4728","IRMD",1
"4729","KTOV",1
"4730","NVUS",1
"4731","OGEN",1
"4732","OPNT",1
"4733","RGLS",1
"4734","SLS",1
"4735","SYN",1
"4736","TENX",1
"4737","TNXP",1
"4738","TRIB",1
"4739","XENE",1
"4740","XTNT",1
"4741","PRTO",1
"4742","VRML",1
"4743","ACER",1
"4744","VLRX",1
"4745","SMMT",1
"4746","AEZS",1
"4747","AKTX",1
"4748","ALPN",1
"4749","AMS",1
"4750","APEN",1
"4751","APOP",1
"4752","ATEC",1
"4753","BASI",1
"4754","BCLI",1
"4755","BLFS",1
"4756","BMRA",1
"4757","BNTC",1
"4758","BPTH",1
"4759","BVXV",1
"4760","CANF",1
"4761","CAPR",1
"4762","CATS",1
"4763","CBLI",1
"4764","CCM",1
"4765","CDMOP",1
"4766","CEMI",1
"4767","CHMA",1
"4768","CLBS",1
"4769","CLRB",1
"4770","CTXR",1
"4771","CVM",1
"4772","CYCCP",1
"4773","CYTR",1
"4774","DARE",1
"4775","DMPI",1
"4776","DVCR",1
"4777","DYNT",1
"4778","ELMD",1
"4779","EPIX",1
"4780","ERYP",1
"4781","EVFM",1
"4782","EVGN",1
"4783","EVOK",1
"4784","EYEG",1
"4785","FCRE",1
"4786","FLGT",1
"4787","GEMP",1
"4788","GENE",1
"4789","ICCC",1
"4790","IDXG",1
"4791","IMMP",1
"4792","ISR",1
"4793","KMDA",1
"4794","KZIA",1
"4795","LAKE",1
"4796","LLIT",1
"4797","MESO",1
"4798","MICR",1
"4799","MLSS",1
"4800","MSON",1
"4801","MTFB",1
"4802","MTP",1
"4803","MYOS",1
"4804","NAOV",1
"4805","NAVB",1
"4806","NBY",1
"4807","NMRD",1
"4808","NNVC",1
"4809","OPGN",1
"4810","ORMP",1
"4811","PAVM",1
"4812","PDEX",1
"4813","PMD",1
"4814","PRPH",1
"4815","SLNO",1
"4816","SRTS",1
"4817","SSKN",1
"4818","SSY",1
"4819","TRIL",1
"4820","VTGN",1
"4821","VVUS",1
"4822","VXRT",1
"4823","XBIO",1
"4824","XBIT",1
"4825","XTLB",1
"4826","CMCSA",4
"4827","SIRI",1
"4828","CZR",1
"4829","F",4
"4830","NKE",1
"4831","BABA",4
"4832","GM",4
"4833","TWX",1
"4834","LOW",1
"4835","MAT",1
"4836","MIK",1
"4837","DIS",4
"4838","LEN",1
"4839","MGM",1
"4840","HOME",1
"4841","CCL",1
"4842","DISCA",1
"4843","EBAY",1
"4844","KBH",1
"4845","DISCK",1
"4846","ETSY",1
"4847","GES",1
"4848","WYNN",1
"4849","HBI",1
"4850","CHS",1
"4851","SBUX",1
"4852","LVS",1
"4853","IMAX",1
"4854","HD",4
"4855","MLCO",1
"4856","DHI",1
"4857","HRB",1
"4858","IPG",1
"4859","NYT",1
"4860","JCP",1
"4861","TV",1
"4862","SEE",1
"4863","M",1
"4864","TSLA",1
"4865","TPR",1
"4866","LKQ",1
"4867","FCAU",4
"4868","LULU",1
"4869","UAA",1
"4870","GTN",1
"4871","KAR",1
"4872","DKS",1
"4873","GPK",1
"4874","TJX",1
"4875","KSS",1
"4876","DRI",1
"4877","VFC",1
"4878","BLL",1
"4879","ODP",1
"4880","TOL",1
"4881","JMEI",1
"4882","GME",1
"4883","LB",1
"4884","TIF",1
"4885","DLPH",1
"4886","NCLH",1
"4887","GPS",1
"4888","MGA",1
"4889","AEO",1
"4890","NWS",1
"4891","IP",1
"4892","DAN",1
"4893","BBY",1
"4894","SBH",1
"4895","YUM",1
"4896","GIII",1
"4897","GT",1
"4898","FWONK",1
"4899","ARMK",1
"4900","APTV",1
"4901","CTB",1
"4902","SKX",1
"4903","PHM",1
"4904","FL",1
"4905","BBBY",1
"4906","MAR",1
"4907","SHOO",1
"4908","ANF",1
"4909","MTOR",1
"4910","EVC",1
"4911","TSCO",1
"4912","URBN",1
"4913","ETM",1
"4914","TPH",1
"4915","IGT",1
"4916","BLMN",1
"4917","GNTX",1
"4918","RCL",1
"4919","W",1
"4920","MDC",1
"4921","YUMC",1
"4922","ALV",1
"4923","BYD",1
"4924","WGO",1
"4925","FBHS",1
"4926","EXPE",1
"4927","TVPT",1
"4928","OUT",1
"4929","CROX",1
"4930","QRTEA",1
"4931","TRIP",1
"4932","RH",1
"4933","VIAB",1
"4934","QSR",1
"4935","ETH",1
"4936","CBS",1
"4937","WRK",1
"4938","MCD",4
"4939","AXL",1
"4940","SIG",1
"4941","CRI",1
"4942","CAKE",1
"4943","TMHC",1
"4944","BZUN",1
"4945","NWSA",1
"4946","ULTA",1
"4947","PRTY",1
"4948","JACK",1
"4949","CPRT",1
"4950","EAT",1
"4951","DXLG",1
"4952","OMC",1
"4953","MHK",1
"4954","SPWH",1
"4955","CTAS",1
"4956","HAS",1
"4957","AN",1
"4958","VC",1
"4959","TTM",1
"4960","FIVE",1
"4961","LQ",1
"4962","SIX",1
"4963","HTHT",1
"4964","PENN",1
"4965","UA",1
"4966","THO",1
"4967","TGNA",1
"4968","THRM",1
"4969","HLT",1
"4970","PIR",1
"4971","STAY",1
"4972","ROST",1
"4973","CSL",1
"4974","WSM",1
"4975","BWA",1
"4976","CAL",1
"4977","OI",1
"4978","CWH",1
"4979","DECK",1
"4980","MATW",1
"4981","PLNT",1
"4982","MELI",1
"4983","SGMS",1
"4984","ARCO",1
"4985","JWN",1
"4986","SBGI",1
"4987","PLAY",1
"4988","TSE",1
"4989","LYV",1
"4990","ELY",1
"4991","H",1
"4992","EXPR",1
"4993","VSTO",1
"4994","DDS",1
"4995","CUK",1
"4996","KMX",1
"4997","PLCE",1
"4998","SCHL",1
"4999","SEAS",1
"5000","WPRT",1
"5001","BOOT",1
"5002","RL",1
"5003","ALSN",1
"5004","GPC",1
"5005","AMC",1
"5006","GCI",1
"5007","ORLY",1
"5008","HOG",1
"5009","TUP",1
"5010","ADNT",1
"5011","AAP",1
"5012","TXRH",1
"5013","LZB",1
"5014","CVGI",1
"5015","MUSA",1
"5016","CNK",1
"5017","MTN",1
"5018","LEE",1
"5019","BJRI",1
"5020","EVRI",1
"5021","PII",1
"5022","TLRD",1
"5023","SCI",1
"5024","BERY",1
"5025","CCK",1
"5026","CPS",1
"5027","HIBB",1
"5028","LGIH",1
"5029","CMG",1
"5030","DNKN",1
"5031","FRAN",1
"5032","QUOT",1
"5033","PKG",1
"5034","DENN",1
"5035","RRR",1
"5036","MDCA",1
"5037","WLH",1
"5038","CETV",1
"5039","PZZA",1
"5040","BGI",1
"5041","POOL",1
"5042","COLM",1
"5043","CBD",1
"5044","LOCO",1
"5045","RUSHA",1
"5046","WMS",1
"5047","MCFT",1
"5048","ERI",1
"5049","FOSL",1
"5050","OSTK",1
"5051","FOXF",1
"5052","LEG",1
"5053","BC",1
"5054","MBUU",1
"5055","CALI",1
"5056","ZUMZ",1
"5057","SSP",1
"5058","BATRK",1
"5059","DLTH",1
"5060","GDEN",1
"5061","PVH",1
"5062","ASNA",1
"5063","VRA",1
"5064","BFAM",1
"5065","TEN",1
"5066","SUP",1
"5067","LL",1
"5068","LEA",1
"5069","MOD",1
"5070","WBC",1
"5071","SAH",1
"5072","HZO",1
"5073","SLGN",1
"5074","HMC",4
"5075","GPI",1
"5076","HOV",1
"5077","AMCX",1
"5078","TPX",1
"5079","PLYA",1
"5080","HVT",1
"5081","DIN",1
"5082","SON",1
"5083","NLS",1
"5084","LSXMK",1
"5085","NEWM",1
"5086","TCS",1
"5087","GEF",1
"5088","MPAA",1
"5089","MTH",1
"5090","CONN",1
"5091","TOUR",1
"5092","CHH",1
"5093","MDP",1
"5094","WWE",1
"5095","MINI",1
"5096","MMYT",1
"5097","BKNG",1
"5098","VSI",1
"5099","LCII",1
"5100","RRGB",1
"5101","HUD",1
"5102","WWW",1
"5103","SCVL",1
"5104","FUN",1
"5105","DORM",1
"5106","AIN",1
"5107","AZO",1
"5108","TM",3
"5109","LAD",1
"5110","SNBR",1
"5111","FLWS",1
"5112","MSG",1
"5113","CBRL",1
"5114","ENT",1
"5115","LE",1
"5116","PAG",1
"5117","BBGI",1
"5118","NCMI",1
"5119","EROS",1
"5120","GAIA",1
"5121","MSGN",1
"5122","BKE",1
"5123","TA",1
"5124","INWK",1
"5125","MNRO",1
"5126","MCHX",1
"5127","SHAK",1
"5128","GOLF",1
"5129","PSO",1
"5130","FWONA",1
"5131","PATK",1
"5132","INUV",1
"5133","NXST",1
"5134","WING",1
"5135","BZH",1
"5136","KIRK",1
"5137","VAC",1
"5138","ZAGG",1
"5139","FGP",1
"5140","TRVG",1
"5141","RELX",1
"5142","ICON",1
"5143","RGS",1
"5144","CCO",1
"5145","TSG",1
"5146","ATR",1
"5147","ABG",1
"5148","CATO",1
"5149","CCS",1
"5150","CHUY",1
"5151","CTRN",1
"5152","RACE",1
"5153","HI",1
"5154","WBAI",1
"5155","CHDN",1
"5156","RICK",1
"5157","SKY",1
"5158","MOV",1
"5159","CRWS",1
"5160","LQDT",1
"5161","TSQ",1
"5162","PBPB",1
"5163","TACO",1
"5164","NDLS",1
"5165","UNF",1
"5166","CLUB",1
"5167","RUTH",1
"5168","HABT",1
"5169","CSS",1
"5170","SRI",1
"5171","BNED",1
"5172","MED",1
"5173","MCRI",1
"5174","JAKK",1
"5175","CMPR",1
"5176","PRTS",1
"5177","RLH",1
"5178","WPP",1
"5179","OXM",1
"5180","CMT",1
"5181","RDI",1
"5182","BBW",1
"5183","LCUT",1
"5184","DLB",1
"5185","NATH",1
"5186","MCS",1
"5187","YTRA",1
"5188","SMP",1
"5189","RCKY",1
"5190","SYX",1
"5191","GCO",1
"5192","NVR",1
"5193","SQBG",1
"5194","BLBD",1
"5195","SMRT",1
"5196","WKHS",1
"5197","IHG",1
"5198","EDUC",1
"5199","FLXS",1
"5200","VALU",1
"5201","MYE",1
"5202","NC",1
"5203","EVI",1
"5204","CNET",1
"5205","HOFT",1
"5206","SALM",1
"5207","GHC",1
"5208","CSV",1
"5209","LIND",1
"5210","WEYS",1
"5211","STKS",1
"5212","VOXX",1
"5213","SORL",1
"5214","CRMT",1
"5215","UFAB",1
"5216","LITB",1
"5217","MHO",1
"5218","CNTY",1
"5219","STON",1
"5220","TLYS",1
"5221","DXYN",1
"5222","CYRX",1
"5223","KNDI",1
"5224","CLAR",1
"5225","PLOW",1
"5226","CVCO",1
"5227","ARKR",1
"5228","SRAX",1
"5229","SSI",1
"5230","NYNY",1
"5231","JOUT",1
"5232","MLR",1
"5233","SGC",1
"5234","EBAYL",1
"5235","BH",1
"5236","UFPT",1
"5237","VIA",1
"5238","BSET",1
"5239","CIDM",1
"5240","CULP",1
"5241","DLA",1
"5242","FLL",1
"5243","GFA",1
"5244","NTN",1
"5245","NVFY",1
"5246","RAVE",1
"5247","STRT",1
"5248","TLF",1
"5249","TWMC",1
"5250","UFI",1
"5251","MKGI",1
"5252","RUSHB",1
"5253","AHC",1
"5254","ATV",1
"5255","BDL",1
"5256","BTN",1
"5257","BURG",1
"5258","CAAS",1
"5259","CPHC",1
"5260","CTIB",1
"5261","CXDC",1
"5262","DGSE",1
"5263","DHXM",1
"5264","DISCB",1
"5265","DJCO",1
"5266","DSWL",1
"5267","DVD",1
"5268","EMMS",1
"5269","ESCA",1
"5270","EVK",1
"5271","FFHL",1
"5272","FORD",1
"5273","FORK",1
"5274","GNUS",1
"5275","GTIM",1
"5276","HHS",1
"5277","HOVNP",1
"5278","INSE",1
"5279","ISIG",1
"5280","JMU",1
"5281","KBSF",1
"5282","LSXMB",1
"5283","LUB",1
"5284","MANU",1
"5285","MNI",1
"5286","NAKD",1
"5287","NTZ",1
"5288","NWHM",1
"5289","PRPL",1
"5290","QRTEB",1
"5291","RMBL",1
"5292","SAUC",1
"5293","SGA",1
"5294","SHSP",1
"5295","SYPR",1
"5296","TKAT",1
"5297","UONE",1
"5298","UONEK",1
"5299","VNCE",1
"5300","WINA",1
"5301","XELB",1
"5302","GE",3
"5303","DAL",1
"5304","BA",4
"5305","JBLU",1
"5306","KNX",1
"5307","NLSN",1
"5308","LUV",1
"5309","CSX",1
"5310","PAYX",1
"5311","MMM",4
"5312","ARNC",1
"5313","UAL",4
"5314","DE",1
"5315","AAL",4
"5316","CAT",4
"5317","DOV",1
"5318","RTN",1
"5319","BAH",1
"5320","UTX",4
"5321","ZTO",1
"5322","EMR",1
"5323","ADP",1
"5324","AER",1
"5325","ETN",1
"5326","ATI",1
"5327","HON",4
"5328","BCO",1
"5329","UNP",4
"5330","CNDT",1
"5331","LMT",1
"5332","MTZ",1
"5333","UPS",4
"5334","GD",1
"5335","PWR",1
"5336","STNG",1
"5337","RSG",1
"5338","TOPS",1
"5339","KMT",1
"5340","FLR",1
"5341","FDX",4
"5342","AOBC",1
"5343","GWW",1
"5344","CMI",1
"5345","CNHI",1
"5346","NSC",1
"5347","HA",1
"5348","ITW",1
"5349","IRM",1
"5350","NOC",1
"5351","FLT",1
"5352","RXN",1
"5353","OSK",1
"5354","AMN",1
"5355","PCAR",1
"5356","IR",1
"5357","TISI",1
"5358","HMSY",1
"5359","KSU",1
"5360","GLOG",1
"5361","JBHT",1
"5362","TXT",1
"5363","EXPD",1
"5364","WERN",1
"5365","HCSG",1
"5366","CP",1
"5367","PNR",1
"5368","NAT",1
"5369","MLHR",1
"5370","FAST",1
"5371","BR",1
"5372","XPO",1
"5373","AGCO",1
"5374","CAR",1
"5375","URI",1
"5376","MCO",1
"5377","KBR",1
"5378","FISV",1
"5379","SAVE",1
"5380","CVA",1
"5381","SCS",1
"5382","CXW",1
"5383","PH",1
"5384","HDS",1
"5385","ATSG",1
"5386","ALLE",1
"5387","ERJ",1
"5388","AOS",1
"5389","KTOS",1
"5390","TRN",1
"5391","SPGI",1
"5392","RYAAY",1
"5393","HTZ",1
"5394","IEX",1
"5395","EFX",1
"5396","SWK",1
"5397","ROK",1
"5398","WM",1
"5399","RHI",1
"5400","AL",1
"5401","TDG",1
"5402","CAJ",4
"5403","CNI",1
"5404","SPAR",1
"5405","NMFC",1
"5406","BLDP",1
"5407","WCN",1
"5408","ABM",1
"5409","TYME",1
"5410","ALK",1
"5411","TEX",1
"5412","HDSN",1
"5413","CVEO",1
"5414","TRU",1
"5415","XYL",1
"5416","DY",1
"5417","CVG",1
"5418","QUAD",1
"5419","WAIR",1
"5420","TPC",1
"5421","ECHO",1
"5422","SSW",1
"5423","BECN",1
"5424","MWA",1
"5425","TKR",1
"5426","CLGX",1
"5427","G",1
"5428","CFX",1
"5429","CMCO",1
"5430","CRS",1
"5431","CATM",1
"5432","KNL",1
"5433","MRTN",1
"5434","DLX",1
"5435","MAN",1
"5436","AAXN",1
"5437","TNET",1
"5438","EEFT",1
"5439","TRI",1
"5440","PBI",1
"5441","JEC",1
"5442","WWD",1
"5443","TTC",1
"5444","HOLI",1
"5445","WAB",1
"5446","MTW",1
"5447","MIC",1
"5448","CHRW",1
"5449","LTM",1
"5450","DXPE",1
"5451","SPR",1
"5452","MIDD",1
"5453","RCII",1
"5454","SERV",1
"5455","WNC",1
"5456","CSGP",1
"5457","FLS",1
"5458","WBT",1
"5459","RS",1
"5460","HEI",1
"5461","BWXT",1
"5462","WOR",1
"5463","HTLD",1
"5464","NAV",1
"5465","HII",1
"5466","MSA",1
"5467","ACM",1
"5468","SRCL",1
"5469","RYI",1
"5470","WNS",1
"5471","GLNG",1
"5472","RRD",1
"5473","TBI",1
"5474","MGRC",1
"5475","SPXC",1
"5476","TGI",1
"5477","R",1
"5478","GPN",1
"5479","FLOW",1
"5480","AVY",1
"5481","DHT",1
"5482","AAWW",1
"5483","DCI",1
"5484","FTAI",1
"5485","DSS",1
"5486","SBLK",1
"5487","CWST",1
"5488","AAN",1
"5489","LPG",1
"5490","AJRD",1
"5491","MLI",1
"5492","NDSN",1
"5493","ASC",1
"5494","LII",1
"5495","OSG",1
"5496","JKHY",1
"5497","ADSW",1
"5498","VRSK",1
"5499","AQMS",1
"5500","ATTO",1
"5501","DAR",1
"5502","GMLP",1
"5503","SNA",1
"5504","TNK",1
"5505","CPA",1
"5506","ASTE",1
"5507","UEPS",1
"5508","NMM",1
"5509","HSII",1
"5510","KEX",1
"5511","B",1
"5512","SCHN",1
"5513","NM",1
"5514","HSON",1
"5515","GVA",1
"5516","ODFL",1
"5517","TGP",1
"5518","ROP",1
"5519","RBA",1
"5520","NVGS",1
"5521","ACTG",1
"5522","GATX",1
"5523","MSM",1
"5524","GGG",1
"5525","GTLS",1
"5526","SKYW",1
"5527","NPO",1
"5528","SHLO",1
"5529","ITT",1
"5530","WCC",1
"5531","BRC",1
"5532","MCRN",1
"5533","SFL",1
"5534","PMTS",1
"5535","SALT",1
"5536","GBX",1
"5537","GWR",1
"5538","VVI",1
"5539","EGL",1
"5540","ICFI",1
"5541","ACIW",1
"5542","CECE",1
"5543","III",1
"5544","YRCW",1
"5545","KRNT",1
"5546","CYD",1
"5547","MYRG",1
"5548","GLDD",1
"5549","LIQT",1
"5550","ENV",1
"5551","CAE",1
"5552","HXL",1
"5553","EME",1
"5554","PHG",1
"5555","HEES",1
"5556","LKSD",1
"5557","HUBG",1
"5558","TWI",1
"5559","DCO",1
"5560","MMS",1
"5561","ERII",1
"5562","AEGN",1
"5563","PRIM",1
"5564","ZBRA",1
"5565","BGG",1
"5566","RADA",1
"5567","GOGL",1
"5568","CCRN",1
"5569","JBT",1
"5570","CMRE",1
"5571","TPIC",1
"5572","CRAI",1
"5573","AIT",1
"5574","SNX",1
"5575","ACCO",1
"5576","ASGN",1
"5577","OMAB",1
"5578","ATKR",1
"5579","UHAL",1
"5580","VMI",1
"5581","AYR",1
"5582","FCN",1
"5583","WEX",1
"5584","ADES",1
"5585","BOOM",1
"5586","EXLS",1
"5587","RTRX",1
"5588","MNTX",1
"5589","LSTR",1
"5590","ARTX",1
"5591","SRT",1
"5592","CBZ",1
"5593","SAIA",1
"5594","RRTS",1
"5595","GOL",1
"5596","VEC",1
"5597","AIR",1
"5598","CPLP",1
"5599","JOBS",1
"5600","ASPS",1
"5601","SB",1
"5602","DSKE",1
"5603","EURN",1
"5604","TGH",1
"5605","FWRD",1
"5606","MARA",1
"5607","LECO",1
"5608","ROL",1
"5609","FELE",1
"5610","PRGX",1
"5611","EXPO",1
"5612","KFY",1
"5613","HRI",1
"5614","LDL",1
"5615","PRLB",1
"5616","CR",1
"5617","LNN",1
"5618","CETX",1
"5619","CODI",1
"5620","AVAV",1
"5621","DSX",1
"5622","GIFI",1
"5623","BGSF",1
"5624","SSD",1
"5625","TNC",1
"5626","HURN",1
"5627","WLDN",1
"5628","WSC",1
"5629","CVTI",1
"5630","TRTN",1
"5631","NNBR",1
"5632","NNA",1
"5633","ROLL",1
"5634","NSSC",1
"5635","AMRC",1
"5636","EGLE",1
"5637","TNP",1
"5638","CLCT",1
"5639","BBSI",1
"5640","VLRS",1
"5641","CIR",1
"5642","THR",1
"5643","DHX",1
"5644","KFRC",1
"5645","TRS",1
"5646","NSP",1
"5647","OMEX",1
"5648","RECN",1
"5649","ASR",1
"5650","MORN",1
"5651","HZN",1
"5652","AIMC",1
"5653","PAC",1
"5654","CTEK",1
"5655","NVEE",1
"5656","ATRO",1
"5657","AZZ",1
"5658","ECOL",1
"5659","AVH",1
"5660","TOO",1
"5661","GV",1
"5662","HNI",1
"5663","FSS",1
"5664","JASN",1
"5665","FRO",1
"5666","HY",1
"5667","CLH",1
"5668","MATX",1
"5669","HCKT",1
"5670","ALGT",1
"5671","WTS",1
"5672","RAIL",1
"5673","FIX",1
"5674","ARCB",1
"5675","ACRX",1
"5676","CAI",1
"5677","MG",1
"5678","HAYN",1
"5679","ORN",1
"5680","SPEX",1
"5681","GRC",1
"5682","FLY",1
"5683","AGX",1
"5684","GNK",1
"5685","HCCI",1
"5686","NXTD",1
"5687","INSW",1
"5688","DCIX",1
"5689","KAMN",1
"5690","HIL",1
"5691","NL",1
"5692","GHM",1
"5693","CUB",1
"5694","RGR",1
"5695","TTEC",1
"5696","ULBI",1
"5697","HMLP",1
"5698","CSWI",1
"5699","CDTI",1
"5700","RAVN",1
"5701","KNOP",1
"5702","VRTV",1
"5703","TTEK",1
"5704","CCF",1
"5705","RLGT",1
"5706","CEA",1
"5707","HBP",1
"5708","ZEUS",1
"5709","FORR",1
"5710","STRL",1
"5711","STCN",1
"5712","GRAM",1
"5713","STN",1
"5714","CVU",1
"5715","EBF",1
"5716","PANL",1
"5717","IEP",1
"5718","ESNC",1
"5719","MPX",1
"5720","USAK",1
"5721","TG",1
"5722","IESC",1
"5723","KAI",1
"5724","BOSC",1
"5725","NPK",1
"5726","POWL",1
