"","X","cluster"
"11555","AAOI",1
"11556","AZPN",1
"11557","IRBT",1
"11558","SOHU",1
"11559","IPHI",1
"11560","BLKB",1
"11561","ENPH",1
"11562","HLIT",1
"11563","ST",1
"11564","CRTO",1
"11565","ROG",1
"11566","UMC",1
"11567","BAND",1
"11568","KEYS",1
"11569","AXTI",1
"11570","EPAM",1
"11571","FIVN",1
"11572","EPAY",1
"11573","AVT",1
"11574","RMBS",1
"11575","OTEX",1
"11576","SANM",1
"11577","KOPN",1
"11578","SATS",1
"11579","RNWK",1
"11580","DMRC",1
"11581","SAIC",1
"11582","DIOD",1
"11583","INOV",1
"11584","BNFT",1
"11585","GDS",1
"11586","SMTC",1
"11587","EVTC",1
"11588","SMCI",1
"11589","BITA",1
"11590","MSTR",1
"11591","COHU",1
"11592","GRMN",1
"11593","CSLT",1
"11594","TWOU",1
"11595","MLNX",1
"11596","AVID",1
"11597","GNRC",1
"11598","SPWR",1
"11599","SLAB",1
"11600","RNG",1
"11601","PEGA",1
"11602","NOVT",1
"11603","PXLW",1
"11604","AEIS",1
"11605","ENR",1
"11606","VRTU",1
"11607","MEET",1
"11608","ALRM",1
"11609","LSCC",1
"11610","AME",1
"11611","QNST",1
"11612","SIMO",1
"11613","VNET",1
"11614","AYX",1
"11615","KEM",1
"11616","SCSC",1
"11617","QADA",1
"11618","LUNA",1
"11619","CLS",1
"11620","HUBB",1
"11621","MRCY",1
"11622","STMP",1
"11623","FN",1
"11624","VSAT",1
"11625","WK",1
"11626","CACI",1
"11627","EVBG",1
"11628","AEMD",1
"11629","VUZI",1
"11630","JKS",1
"11631","SNCR",1
"11632","EIGI",1
"11633","LOGI",1
"11634","EBIX",1
"11635","ANSS",1
"11636","ITRI",1
"11637","BL",1
"11638","SSYS",1
"11639","ACIA",1
"11640","PINC",1
"11641","SSTK",1
"11642","INST",1
"11643","TLRA",1
"11644","PRGS",1
"11645","SPSC",1
"11646","RUBI",1
"11647","EGAN",1
"11648","ARW",1
"11649","PI",1
"11650","ACLS",1
"11651","DSGX",1
"11652","JASO",1
"11653","MODN",1
"11654","PCTY",1
"11655","ASUR",1
"11656","AEHR",1
"11657","BMI",1
"11658","APPS",1
"11659","SNPS",1
"11660","MIME",1
"11661","NATI",1
"11662","PLXS",1
"11663","MANT",1
"11664","GSUM",1
"11665","DSPG",1
"11666","SIGM",1
"11667","BCOV",1
"11668","SYNC",1
"11669","ATOM",1
"11670","CCIH",1
"11671","KODK",1
"11672","NEWR",1
"11673","VCRA",1
"11674","QLYS",1
"11675","WIFI",1
"11676","RMNI",1
"11677","HMI",1
"11678","RBC",1
"11679","FNJN",1
"11680","PLT",1
"11681","OMCL",1
"11682","XSPA",1
"11683","NICE",1
"11684","CAMP",1
"11685","ZIXI",1
"11686","AOSL",1
"11687","SILC",1
"11688","QTWO",1
"11689","CALX",1
"11690","PLAB",1
"11691","AGYS",1
"11692","SYKE",1
"11693","FENG",1
"11694","INTT",1
"11695","NSIT",1
"11696","SEAC",1
"11697","RVLT",1
"11698","INAP",1
"11699","LFUS",1
"11700","CYBR",1
"11701","MPWR",1
"11702","ITRN",1
"11703","DQ",1
"11704","TYL",1
"11705","AKTS",1
"11706","SLP",1
"11707","DAKT",1
"11708","ARC",1
"11709","GIB",1
"11710","FLDM",1
"11711","TECD",1
"11712","CYOU",1
"11713","IPGP",1
"11714","NTGR",1
"11715","RDWR",1
"11716","OSIS",1
"11717","TDY",1
"11718","MNDO",1
"11719","PSDO",1
"11720","MEI",1
"11721","WATT",1
"11722","SSTI",1
"11723","GLOB",1
"11724","EMKR",1
"11725","MTBC",1
"11726","NEON",1
"11727","CRNT",1
"11728","INSG",1
"11729","CPSI",1
"11730","FARO",1
"11731","CMTL",1
"11732","IVAC",1
"11733","CCMP",1
"11734","AVX",1
"11735","PDFS",1
"11736","MVIS",1
"11737","MARK",1
"11738","CRCM",1
"11739","APPF",1
"11740","KE",1
"11741","ASYS",1
"11742","VICR",1
"11743","CW",1
"11744","UEIC",1
"11745","AUTO",1
"11746","IDN",1
"11747","LYTS",1
"11748","CARG",1
"11749","EMAN",1
"11750","ABIL",1
"11751","CYBE",1
"11752","ITI",1
"11753","MRIN",1
"11754","NLST",1
"11755","QUIK",1
"11756","RST",1
"11757","PKE",1
"11758","MAXR",1
"11759","SCON",1
"11760","ECOM",1
"11761","INPX",1
"11762","LN",1
"11763","HSTM",1
"11764","KVHI",1
"11765","TTGT",1
"11766","VHC",1
"11767","CNXN",1
"11768","TCX",1
"11769","DGII",1
"11770","NTIP",1
"11771","FICO",1
"11772","CEVA",1
"11773","DCAR",1
"11774","POWI",1
"11775","MIXT",1
"11776","LPTH",1
"11777","ESE",1
"11778","IMOS",1
"11779","CAMT",1
"11780","PLUS",1
"11781","RFIL",1
"11782","PRFT",1
"11783","AMSC",1
"11784","RENN",1
"11785","NVMI",1
"11786","ALLT",1
"11787","HBB",1
"11788","KBAL",1
"11789","PRCP",1
"11790","NH",1
"11791","NTP",1
"11792","AMOT",1
"11793","NTWK",1
"11794","MRAM",1
"11795","TNAV",1
"11796","ALOT",1
"11797","NETE",1
"11798","PCYG",1
"11799","VERI",1
"11800","RNET",1
"11801","PCOM",1
"11802","AIRG",1
"11803","DAIO",1
"11804","HEAR",1
"11805","MTSC",1
"11806","CTG",1
"11807","TRT",1
"11808","VPG",1
"11809","MSN",1
"11810","IOTS",1
"11811","NVEC",1
"11812","PCTI",1
"11813","SPNS",1
"11814","ACMR",1
"11815","BELFB",1
"11816","CPST",1
"11817","ELSE",1
"11818","EVOL",1
"11819","IPDN",1
"11820","LORL",1
"11821","MYSZ",1
"11822","PAR",1
"11823","QUMU",1
"11824","RDCM",1
"11825","RELL",1
"11826","SPRT",1
"11827","WSTL",1
"11828","XELA",1
"11829","WIRE",1
"11830","APWC",1
"11831","AWRE",1
"11832","BDR",1
"11833","BNSO",1
"11834","CTS",1
"11835","ESP",1
"11836","IIN",1
"11837","ISNS",1
"11838","LOV",1
"11839","MGIC",1
"11840","MOSY",1
"11841","OIIM",1
"11842","PERI",1
"11843","POLA",1
"11844","PPSI",1
"11845","SGOC",1
"11846","SMIT",1
"11847","STRM",1
"11848","TESS",1
"11849","VJET",1
"11850","VVPR",1
"11851","WYY",1
"11852","ZDGE",1
"11853","MTLS",1
"11854","PLPC",1
"11855","AMSWA",1
"11856","MIND",1
"11857","ICAD",1
"11858","GRVY",1
"11859","MLAB",1
"11860","SGMA",1
"11861","AEY",1
"11862","AMRH",1
"11863","AUDC",1
"11864","AVNW",1
"11865","BELFA",1
"11866","BLIN",1
"11867","BOXL",1
"11868","BRQS",1
"11869","BSQR",1
"11870","BVSN",1
"11871","CCUR",1
"11872","CLFD",1
"11873","CLRO",1
"11874","COCP",1
"11875","CPAH",1
"11876","CPSH",1
"11877","CSPI",1
"11878","CUI",1
"11879","CYRN",1
"11880","DLPN",1
"11881","DYSL",1
"11882","DZSI",1
"11883","EFOI",1
"11884","ELTK",1
"11885","EXFO",1
"11886","FEIM",1
"11887","FORTY",1
"11888","FTEO",1
"11889","FTNW",1
"11890","GIGM",1
"11891","GILT",1
"11892","GSB",1
"11893","GSIT",1
"11894","GVP",1
"11895","HURC",1
"11896","IEC",1
"11897","INOD",1
"11898","INVE",1
"11899","ISDR",1
"11900","IZEA",1
"11901","JCS",1
"11902","KOSS",1
"11903","KTCC",1
"11904","LEDS",1
"11905","LGL",1
"11906","LINK",1
"11907","LTRPB",1
"11908","LTRX",1
"11909","MINDP",1
"11910","MJCO",1
"11911","MOXC",1
"11912","MTBCP",1
"11913","NCTY",1
"11914","NNDM",1
"11915","NSYS",1
"11916","OCC",1
"11917","OESX",1
"11918","PRKR",1
"11919","QADB",1
"11920","QBAK",1
"11921","QRHC",1
"11922","QTRH",1
"11923","RBCN",1
"11924","REFR",1
"11925","RGSE",1
"11926","SCKT",1
"11927","SGLB",1
"11928","SMSI",1
"11929","SMTX",1
"11930","SOFO",1
"11931","SOL",1
"11932","SPI",1
"11933","SSNT",1
"11934","SUNW",1
"11935","SVT",1
"11936","TACT",1
"11937","TAIT",1
"11938","TCCO",1
"11939","TRNS",1
"11940","TSRI",1
"11941","TZOO",1
"11942","USATP",1
"11943","WSTG",1
"11944","WTT",1
"11945","PG",4
"11946","VIPS",1
"11947","KR",4
"11948","RAD",1
"11949","GIS",1
"11950","PM",4
"11951","KO",4
"11952","WMT",3
"11953","MDLZ",1
"11954","MO",4
"11955","ABEV",1
"11956","TAL",1
"11957","BRFS",1
"11958","KHC",4
"11959","NWL",1
"11960","KMB",1
"11961","CPB",1
"11962","TGT",4
"11963","HRL",1
"11964","K",1
"11965","BUFF",1
"11966","CAG",1
"11967","PEP",4
"11968","COST",4
"11969","COTY",1
"11970","MNST",1
"11971","SJM",1
"11972","CL",1
"11973","ADM",1
"11974","DG",1
"11975","TAP",1
"11976","SYY",1
"11977","NOMD",1
"11978","CHD",1
"11979","BG",1
"11980","PBH",1
"11981","BIG",1
"11982","STZ",1
"11983","USFD",1
"11984","SFM",1
"11985","AVP",1
"11986","HMHC",1
"11987","POST",1
"11988","EL",1
"11989","FEDU",1
"11990","LW",1
"11991","FLO",1
"11992","PPC",1
"11993","DLTR",1
"11994","GNC",1
"11995","BTI",3
"11996","DF",1
"11997","HLF",1
"11998","TWNK",1
"11999","BUD",3
"12000","CHGG",1
"12001","AGRO",1
"12002","CASY",1
"12003","MGPI",1
"12004","EDU",1
"12005","TSN",1
"12006","MKC",1
"12007","COT",1
"12008","HAIN",1
"12009","LNCE",1
"12010","HSY",1
"12011","BGS",1
"12012","PFGC",1
"12013","UN",4
"12014","CHEF",1
"12015","PRMW",1
"12016","FRPT",1
"12017","FMX",1
"12018","CLX",1
"12019","VGR",1
"12020","SPB",1
"12021","PETS",1
"12022","THS",1
"12023","REDU",1
"12024","SVU",1
"12025","OLLI",1
"12026","BURL",1
"12027","IPAR",1
"12028","INGR",1
"12029","SAFM",1
"12030","DEO",1
"12031","UNFI",1
"12032","UL",4
"12033","LOPE",1
"12034","EPC",1
"12035","CCU",1
"12036","CALM",1
"12037","BEDU",1
"12038","CORE",1
"12039","CRESY",1
"12040","FIZZ",1
"12041","UVV",1
"12042","SMPL",1
"12043","FDP",1
"12044","NUS",1
"12045","PSMT",1
"12046","CENTA",1
"12047","LBY",1
"12048","ELF",1
"12049","HELE",1
"12050","CVGW",1
"12051","TUES",1
"12052","TEDU",1
"12053","ATGE",1
"12054","UTI",1
"12055","CENT",1
"12056","SPTN",1
"12057","STKL",1
"12058","RYB",1
"12059","LANC",1
"12060","SAM",1
"12061","LAUR",1
"12062","WMK",1
"12063","STRA",1
"12064","GPX",1
"12065","APEI",1
"12066","KOF",1
"12067","NBEV",1
"12068","IFMK",1
"12069","USNA",1
"12070","NAUH",1
"12071","CLXT",1
"12072","IMKTA",1
"12073","CECO",1
"12074","TR",1
"12075","CPLA",1
"12076","TPB",1
"12077","ANDE",1
"12078","VLGEA",1
"12079","ABCD",1
"12080","REV",1
"12081","JBSS",1
"12082","LRN",1
"12083","HLG",1
"12084","JJSF",1
"12085","RIBT",1
"12086","FC",1
"12087","LNDC",1
"12088","LMNR",1
"12089","CELH",1
"12090","FARM",1
"12091","BREW",1
"12092","SEED",1
"12093","COKE",1
"12094","ANFI",1
"12095","DL",1
"12096","COE",1
"12097","LBCC",1
"12098","SENEA",1
"12099","CHSCM",1
"12100","CHSCN",1
"12101","BRID",1
"12102","CHSCL",1
"12103","LFVN",1
"12104","NAII",1
"12105","SANW",1
"12106","YGYI",1
"12107","UG",1
"12108","LWAY",1
"12109","ACU",1
"12110","ALCO",1
"12111","ASPU",1
"12112","CHSCO",1
"12113","CHSCP",1
"12114","CJJD",1
"12115","CRVP",1
"12116","CYAN",1
"12117","DIT",1
"12118","DOGZ",1
"12119","DTEA",1
"12120","EAST",1
"12121","FAMI",1
"12122","FTFT",1
"12123","IBA",1
"12124","JVA",1
"12125","LINC",1
"12126","LND",1
"12127","MTEX",1
"12128","NATR",1
"12129","NGVC",1
"12130","NHTC",1
"12131","OBCI",1
"12132","PETZ",1
"12133","PME",1
"12134","REED",1
"12135","RELV",1
"12136","RMCF",1
"12137","SENEB",1
"12138","SPRO",1
"12139","SUMR",1
"12140","THST",1
"12141","WILC",1
"12142","WVVI",1
"12143","WVVIP",1
"12144","CX",1
"12145","VALE",4
"12146","AKS",1
"12147","GSM",1
"12148","FCX",1
"12149","NUE",1
"12150","X",1
"12151","AUY",1
"12152","CLF",1
"12153","GFI",1
"12154","KGC",1
"12155","HMY",1
"12156","NGD",1
"12157","GGB",1
"12158","TS",2
"12159","AA",1
"12160","NTR",1
"12161","EGO",1
"12162","BTU",1
"12163","OLN",1
"12164","JCI",1
"12165","AU",1
"12166","CMC",1
"12167","MAS",1
"12168","TECK",1
"12169","TRQ",1
"12170","WPM",1
"12171","BTG",1
"12172","CENX",1
"12173","HL",1
"12174","STLD",1
"12175","AWI",1
"12176","CDE",1
"12177","CE",1
"12178","HUN",1
"12179","CSTM",1
"12180","IAG",1
"12181","WY",1
"12182","SID",1
"12183","SLCA",1
"12184","CF",1
"12185","LYB",1
"12186","VMC",1
"12187","CC",1
"12188","LPX",1
"12189","NEM",1
"12190","GCP",1
"12191","MEOH",1
"12192","RIO",4
"12193","EMN",1
"12194","MLM",1
"12195","FOE",1
"12196","MOS",1
"12197","MT",1
"12198","CCJ",1
"12199","AXTA",1
"12200","AEM",1
"12201","PVG",1
"12202","ASH",1
"12203","ARLP",1
"12204","BHP",4
"12205","AGI",1
"12206","CBT",1
"12207","FBR",1
"12208","AG",1
"12209","KS",1
"12210","NG",1
"12211","HCC",1
"12212","BCC",1
"12213","UEC",1
"12214","SQM",1
"12215","SXT",1
"12216","FMC",1
"12217","SCCO",1
"12218","BMCH",1
"12219","GRA",1
"12220","VNTR",1
"12221","SUM",1
"12222","MUX",1
"12223","TROX",1
"12224","OEC",1
"12225","SBGL",1
"12226","ALB",1
"12227","OC",1
"12228","JELD",1
"12229","EXP",1
"12230","MDU",1
"12231","NEXA",1
"12232","SND",1
"12233","SAND",1
"12234","PQG",1
"12235","ECL",1
"12236","RYN",1
"12237","PPG",1
"12238","TMST",1
"12239","FNV",1
"12240","FUL",1
"12241","BVN",1
"12242","EXK",1
"12243","BBL",4
"12244","UNVR",1
"12245","FSM",1
"12246","PAAS",1
"12247","UUUU",1
"12248","GMS",1
"12249","SHW",1
"12250","SSRM",1
"12251","SHLM",1
"12252","UFS",1
"12253","HBM",1
"12254","VEDL",1
"12255","MAG",1
"12256","CRH",1
"12257","IPI",1
"12258","BLDR",1
"12259","GPRE",1
"12260","RPM",1
"12261","CMP",1
"12262","IFF",1
"12263","ARCH",1
"12264","AVD",1
"12265","SMG",1
"12266","HSC",1
"12267","WLK",1
"12268","USCR",1
"12269","WLKP",1
"12270","APD",1
"12271","SXC",1
"12272","ROCK",1
"12273","GOLD",1
"12274","OR",1
"12275","OMN",1
"12276","KRA",1
"12277","URG",1
"12278","LXU",1
"12279","CEIX",1
"12280","AMWD",1
"12281","LOMA",1
"12282","BXC",1
"12283","PGTI",1
"12284","RFP",1
"12285","CSTE",1
"12286","IIIN",1
"12287","BLD",1
"12288","VRS",1
"12289","UAN",1
"12290","KL",1
"12291","SWM",1
"12292","GLT",1
"12293","MERC",1
"12294","AGFS",1
"12295","RYAM",1
"12296","PKX",1
"12297","SVM",1
"12298","AXE",1
"12299","FRTA",1
"12300","TX",1
"12301","GSS",1
"12302","DOOR",1
"12303","SA",1
"12304","NGVT",1
"12305","MTRN",1
"12306","ALO",1
"12307","VGZ",1
"12308","NAK",1
"12309","ASIX",1
"12310","THM",1
"12311","UFPI",1
"12312","GSV",1
"12313","POL",1
"12314","KALU",1
"12315","KRO",1
"12316","RGLD",1
"12317","EVA",1
"12318","MTX",1
"12319","TREX",1
"12320","GPL",1
"12321","IBP",1
"12322","AMRS",1
"12323","KOP",1
"12324","APOG",1
"12325","AAON",1
"12326","TNH",1
"12327","AKG",1
"12328","OSB",1
"12329","REX",1
"12330","CBPX",1
"12331","NXE",1
"12332","CDXC",1
"12333","IPHS",1
"12334","KMG",1
"12335","NX",1
"12336","GORO",1
"12337","AFI",1
"12338","AMTX",1
"12339","ICL",1
"12340","NEU",1
"12341","BCPC",1
"12342","VBIV",1
"12343","TREC",1
"12344","WWR",1
"12345","METC",1
"12346","RKDA",1
"12347","LODE",1
"12348","TANH",1
"12349","VHI",1
"12350","CLW",1
"12351","HWKN",1
"12352","GFF",1
"12353","XPL",1
"12354","MTL",1
"12355","NRP",1
"12356","TGB",1
"12357","APT",1
"12358","NWPX",1
"12359","SCL",1
"12360","WDFC",1
"12361","NP",1
"12362","TGLS",1
"12363","SYNL",1
"12364","ACH",1
"12365","DNN",1
"12366","IOSP",1
"12367","PLM",1
"12368","FF",1
"12369","KWR",1
"12370","AUMN",1
"12371","CMCL",1
"12372","NTIC",1
"12373","MBII",1
"12374","TGEN",1
"12375","ASPN",1
"12376","CPAC",1
"12377","GURE",1
"12378","LAC",1
"12379","OSN",1
"12380","RETO",1
"12381","USAU",1
"12382","PZG",1
"12383","AAU",1
"12384","ALJJ",1
"12385","ASM",1
"12386","AUG",1
"12387","CCCL",1
"12388","CCR",1
"12389","CGA",1
"12390","CHNR",1
"12391","CINR",1
"12392","CTHR",1
"12393","DRD",1
"12394","EMX",1
"12395","FRD",1
"12396","FSI",1
"12397","GEVO",1
"12398","GMO",1
"12399","HNRG",1
"12400","IGC",1
"12401","IKNX",1
"12402","JCTCF",1
"12403","JHX",1
"12404","KGJI",1
"12405","LEU",1
"12406","MPVD",1
"12407","ODC",1
"12408","PLG",1
"12409","POPE",1
"12410","SES",1
"12411","SIM",1
"12412","SMTS",1
"12413","SNES",1
"12414","SPPP",1
"12415","TMQ",1
"12416","TRX",1
"12417","UAMY",1
"12418","USAP",1
"12419","USAS",1
"12420","USLM",1
"12421","WRN",1
"12422","YTEN",1
"12423","ZKIN",1
"12424","PFE",3
"12425","BMY",4
"12426","GERN",1
"12427","GILD",4
"12428","ABBV",4
"12429","MRK",4
"12430","JNJ",2
"12431","BSX",1
"12432","ABT",4
"12433","WBA",4
"12434","CDNA",1
"12435","MDT",4
"12436","CVS",4
"12437","ESRX",1
"12438","UNH",4
"12439","CNC",1
"12440","CI",1
"12441","SYNH",1
"12442","CELG",4
"12443","BIIB",1
"12444","GSK",4
"12445","TEVA",1
"12446","MYL",1
"12447","XRAY",1
"12448","PGNX",1
"12449","IMGN",1
"12450","GKOS",1
"12451","ALXN",1
"12452","IDRA",1
"12453","RIGL",1
"12454","ENDP",1
"12455","OMER",1
"12456","AMGN",4
"12457","TLGT",1
"12458","PDCO",1
"12459","BKD",1
"12460","BDX",1
"12461","HOLX",1
"12462","ANTM",4
"12463","ZBH",1
"12464","NVAX",1
"12465","TNDM",1
"12466","DXCM",1
"12467","AET",1
"12468","LLY",4
"12469","HSIC",1
"12470","CYH",1
"12471","THC",1
"12472","SRNE",1
"12473","OPK",1
"12474","BAX",1
"12475","AGN",4
"12476","HCA",1
"12477","VRTX",1
"12478","NKTR",1
"12479","A",1
"12480","MNK",1
"12481","AZN",4
"12482","DHR",1
"12483","IMMU",1
"12484","FOLD",1
"12485","PDLI",1
"12486","DVAX",1
"12487","PKI",1
"12488","UHS",1
"12489","ACHC",1
"12490","NVS",4
"12491","TTPH",1
"12492","VRAY",1
"12493","ALNY",1
"12494","BMRN",1
"12495","HRTX",1
"12496","TXMD",1
"12497","INSM",1
"12498","EXEL",1
"12499","HZNP",1
"12500","AKBA",1
"12501","LPNT",1
"12502","TMO",1
"12503","ACAD",1
"12504","ARNA",1
"12505","QGEN",1
"12506","CLVS",1
"12507","ARQL",1
"12508","KND",1
"12509","LIVN",1
"12510","AMAG",1
"12511","DGX",1
"12512","HALO",1
"12513","SGMO",1
"12514","MCK",1
"12515","ABC",1
"12516","NVO",4
"12517","MZOR",1
"12518","VNDA",1
"12519","EW",1
"12520","AMRN",1
"12521","IONS",1
"12522","NEOS",1
"12523","ZTS",1
"12524","BGNE",1
"12525","BDSI",1
"12526","AKRX",1
"12527","RDNT",1
"12528","SYK",1
"12529","PCRX",1
"12530","ILMN",1
"12531","ISRG",1
"12532","PODD",1
"12533","CAH",1
"12534","DVA",1
"12535","AMPE",1
"12536","REGN",1
"12537","VKTX",1
"12538","MYOV",1
"12539","HUM",1
"12540","OMI",1
"12541","EXAS",1
"12542","PETQ",1
"12543","RMD",1
"12544","INCY",1
"12545","NVCN",1
"12546","GRFS",1
"12547","BHVN",1
"12548","WMGI",1
"12549","IPXL",1
"12550","ESPR",1
"12551","LH",1
"12552","MOH",1
"12553","HTGM",1
"12554","COO",1
"12555","ABEO",1
"12556","RETA",1
"12557","BLUE",1
"12558","CORT",1
"12559","XXII",1
"12560","AXGN",1
"12561","MASI",1
"12562","BRKR",1
"12563","NBIX",1
"12564","JAZZ",1
"12565","PRTA",1
"12566","PTLA",1
"12567","HAE",1
"12568","LMNX",1
"12569","TGTX",1
"12570","DPLO",1
"12571","BEAT",1
"12572","XON",1
"12573","SNY",4
"12574","CBAY",1
"12575","AVEO",1
"12576","DNLI",1
"12577","SPPI",1
"12578","IDXX",1
"12579","ONCS",1
"12580","SRPT",1
"12581","SGEN",1
"12582","TFX",1
"12583","QDEL",1
"12584","INVA",1
"12585","LCI",1
"12586","CRON",1
"12587","WST",1
"12588","ARWR",1
"12589","KURA",1
"12590","GTHX",1
"12591","MRNS",1
"12592","ALGN",1
"12593","AVXL",1
"12594","AXDX",1
"12595","NUVA",1
"12596","ADVM",1
"12597","BIOS",1
"12598","ARAY",1
"12599","DERM",1
"12600","AYTU",1
"12601","PRGO",1
"12602","PRAH",1
"12603","CLDX",1
"12604","VCEL",1
"12605","SENS",1
"12606","IQV",1
"12607","SGRY",1
"12608","AGEN",1
"12609","MNTA",1
"12610","MNKD",1
"12611","ICPT",1
"12612","MDCO",1
"12613","MMSI",1
"12614","PTN",1
"12615","PBYI",1
"12616","IRWD",1
"12617","VAR",1
"12618","SUPN",1
"12619","COLL",1
"12620","DRNA",1
"12621","PACB",1
"12622","AVDL",1
"12623","JNCE",1
"12624","NLNK",1
"12625","CRL",1
"12626","LNTH",1
"12627","RHE",1
"12628","INO",1
"12629","STE",1
"12630","MDGS",1
"12631","ONVO",1
"12632","KERX",1
"12633","FGEN",1
"12634","ACHN",1
"12635","SNN",1
"12636","MRTX",1
"12637","QHC",1
"12638","ABMD",1
"12639","HRC",1
"12640","KTWO",1
"12641","EGRX",1
"12642","DBVT",1
"12643","CRBP",1
"12644","MTD",1
"12645","BCRX",1
"12646","CBPO",1
"12647","CPHI",1
"12648","ICLR",1
"12649","DRRX",1
"12650","IOVA",1
"12651","TRXC",1
"12652","OSUR",1
"12653","NVCR",1
"12654","CRIS",1
"12655","PRTK",1
"12656","ELGX",1
"12657","AIMT",1
"12658","NVTA",1
"12659","KANG",1
"12660","CTLT",1
"12661","CUTR",1
"12662","RARE",1
"12663","CBM",1
"12664","MYOK",1
"12665","TCMD",1
"12666","XNCR",1
"12667","FPRX",1
"12668","FLXN",1
"12669","CFMS",1
"12670","NVTR",1
"12671","ENZ",1
"12672","CDXS",1
"12673","VREX",1
"12674","KDMN",1
"12675","OTIC",1
"12676","CPRX",1
"12677","ZIOP",1
"12678","MEDP",1
"12679","MDGL",1
"12680","GBT",1
"12681","AERI",1
"12682","SEM",1
"12683","KPTI",1
"12684","SLDB",1
"12685","IVC",1
"12686","EHC",1
"12687","MYGN",1
"12688","LHCG",1
"12689","PIRS",1
"12690","ABIO",1
"12691","SRRA",1
"12692","UTHR",1
"12693","PTGX",1
"12694","AMED",1
"12695","CHRS",1
"12696","CASI",1
"12697","GMED",1
"12698","VERU",1
"12699","TSRO",1
"12700","ONCE",1
"12701","PTCT",1
"12702","ATNM",1
"12703","CSU",1
"12704","IART",1
"12705","CNAT",1
"12706","LXRX",1
"12707","ADMS",1
"12708","RMTI",1
"12709","ALKS",1
"12710","SBBP",1
"12711","AKCA",1
"12712","ATRS",1
"12713","WCG",1
"12714","PTI",1
"12715","BIOC",1
"12716","ANAB",1
"12717","ABUS",1
"12718","STML",1
"12719","NVRO",1
"12720","GEN",1
"12721","ADXS",1
"12722","FMS",1
"12723","RDY",1
"12724","CERS",1
"12725","ANGO",1
"12726","CTMX",1
"12727","RDUS",1
"12728","GWPH",1
"12729","MGLN",1
"12730","ADMP",1
"12731","EDIT",1
"12732","ACRS",1
"12733","MD",1
"12734","CNCE",1
"12735","IRTC",1
"12736","QTNT",1
"12737","ZGNX",1
"12738","ITCI",1
"12739","VIVO",1
"12740","CTIC",1
"12741","HCM",1
"12742","CTSO",1
"12743","ACOR",1
"12744","ALIM",1
"12745","NTLA",1
"12746","GNMK",1
"12747","VYGR",1
"12748","LGND",1
"12749","BIO",1
"12750","RVNC",1
"12751","QTRX",1
"12752","ZEAL",1
"12753","BOLD",1
"12754","VBLT",1
"12755","BPMC",1
"12756","NBRV",1
"12757","TVTY",1
"12758","TECH",1
"12759","ATRA",1
"12760","GLYC",1
"12761","QURE",1
"12762","CLSD",1
"12763","ICUI",1
"12764","WVE",1
"12765","SYBX",1
"12766","XLRN",1
"12767","LMAT",1
"12768","BLRX",1
"12769","CRMD",1
"12770","CMD",1
"12771","ADUS",1
"12772","CRHM",1
"12773","HIIQ",1
"12774","SIEN",1
"12775","ITGR",1
"12776","MNLO",1
"12777","RGEN",1
"12778","EBS",1
"12779","SAGE",1
"12780","APVO",1
"12781","RARX",1
"12782","CALA",1
"12783","ARDX",1
"12784","ADAP",1
"12785","TRVN",1
"12786","LJPC",1
"12787","MLNT",1
"12788","VSTM",1
"12789","ARGX",1
"12790","STAA",1
"12791","ADMA",1
"12792","INNT",1
"12793","ENTA",1
"12794","HBIO",1
"12795","NSTG",1
"12796","CDMO",1
"12797","CGIX",1
"12798","CRVS",1
"12799","SNDX",1
"12800","INGN",1
"12801","PEN",1
"12802","ANIP",1
"12803","GNCA",1
"12804","PRSC",1
"12805","FATE",1
"12806","TTOO",1
"12807","AMPH",1
"12808","CNMD",1
"12809","CYTK",1
"12810","FONR",1
"12811","CRY",1
"12812","AGIO",1
"12813","CO",1
"12814","EARS",1
"12815","HSKA",1
"12816","USPH",1
"12817","CARA",1
"12818","CMRX",1
"12819","TARO",1
"12820","PRPO",1
"12821","IVTY",1
"12822","SNNA",1
"12823","NEO",1
"12824","DOVA",1
"12825","RCUS",1
"12826","MTEM",1
"12827","ODT",1
"12828","RTTR",1
"12829","SCPH",1
"12830","ASMB",1
"12831","CHE",1
"12832","CRSP",1
"12833","CDTX",1
"12834","MEIP",1
"12835","XENT",1
"12836","TCON",1
"12837","NERV",1
"12838","ATNX",1
"12839","NYMX",1
"12840","ALNA",1
"12841","MYO",1
"12842","FCSC",1
"12843","OPTN",1
"12844","BLCM",1
"12845","RGNX",1
"12846","MBRX",1
"12847","AFMD",1
"12848","EIGR",1
"12849","ATRC",1
"12850","APLS",1
"12851","CKPT",1
"12852","SRDX",1
"12853","OCUL",1
"12854","EPZM",1
"12855","ADRO",1
"12856","PLX",1
"12857","CFRX",1
"12858","ENSG",1
"12859","TOCA",1
"12860","RWLK",1
"12861","LPTX",1
"12862","TBPH",1
"12863","PAHC",1
"12864","ALDX",1
"12865","ONTX",1
"12866","JAGX",1
"12867","CSII",1
"12868","RTIX",1
"12869","NEOG",1
"12870","GNMX",1
"12871","GALT",1
"12872","AUPH",1
"12873","NK",1
"12874","DFFN",1
"12875","VIVE",1
"12876","OFIX",1
"12877","GLMD",1
"12878","MDWD",1
"12879","NOVN",1
"12880","ZFGN",1
"12881","ZSAN",1
"12882","CCXI",1
"12883","ARA",1
"12884","KIN",1
"12885","MACK",1
"12886","ACST",1
