"","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Market.Cap","cluster"
"CVM 2014",-0.544668270470386,0.0414154124968071,0.00563289589232448,-0.000984739778895404,-0.000540943757917102,72504955.25,"2"
"CYCCP 2014",-0.545776433464211,0.0348877199561525,0.0053300972263321,0.000230608592657889,-0.00115464058014063,114174090.217,"2"
"CYTR 2014",-0.535182977112096,0.0636141149775513,0.00512237485341556,-0.00757401899871694,0.0106074834685488,40076909.46,"2"
"DARE 2014",-0.545496455765429,0.0309799465708931,0.00582661790559293,0.00192314725808556,-0.0109834565682161,125177811,"2"
"DVCR 2014",-0.536837590833721,0.0200075459059544,0.00563353622607764,0.0051232459271393,-0.0200451499963082,58177337.4,"2"
"DYNT 2014",-0.542217747370193,0.0215955140904473,0.00571122219986992,0.00570868283834592,-0.0209848861783326,9375847.08,"2"
"ELMD 2014",-0.542511470900893,0.0212300093180164,0.0057941036556238,0.00595269841578762,-0.0210545043116211,11522237.84,"2"
"EPIX 2014",-0.543118775296629,0.0223946413885838,0.00576081002352681,0.00534011349342031,-0.0200802751556449,65903626.8,"2"
"EVFM 2014",-0.54431506827554,0.0255379312319447,0.00579589324638722,0.00375973513817785,-0.0153573438464581,99231520.08,"2"
"EVGN 2014",-0.538176107796503,0.0384872739809995,0.00544537461256162,0.00085868079201765,-0.00940957287260022,1426755785,"2"
"EVOK 2014",-0.541520330104499,0.0301787855331462,0.00568273661746336,0.00260281714876395,-0.0146807211465068,36061336.9,"2"
"EYEG 2014",-0.545022776240481,0.021582643609189,0.00580953513045189,0.00572903377987811,-0.0189911412152799,38001510,"2"
"FCRE 2014",-0.554557739558171,0.0206093376647674,0.0110134067758374,0.00102376840684545,0.000384110278414384,29145857.4,"2"
"GENE 2014",-0.546092828969306,0.0230737827206325,0.00587312839691492,0.00456425106629344,-0.0170032094451265,32878039.36,"2"
"ICCC 2014",-0.542309988438207,0.022552297059488,0.0057149395459212,0.00556841751715928,-0.0207721163152846,14711385.24,"2"
"IDXG 2014",-0.545097570218899,0.0244598926835374,0.00520314293185018,0.00257840886285075,-0.0117410945903655,27502562.4,"2"
"IMMP 2014",-0.544772248692491,0.0291415104181276,0.00578245390912398,0.00310169953238459,-0.0137465747367209,120073972.7208,"2"
"ISR 2014",-0.545668114430735,0.0218686330505845,0.00584565228137418,0.00542764749278274,-0.0182856912700558,169705476.72,"2"
"KMDA 2014",-0.537033272804982,0.0412810033014766,0.00536426046550914,7.48266915793127e-05,-0.00706079776125799,69850259.6,"2"
"KZIA 2014",-0.54735718574245,0.0235625807926337,0.00586686118126955,0.00501767872564929,-0.0153591189349548,2152469345.13,"2"
"LAKE 2014",-0.541200102587628,0.0206848804973412,0.00534994599099922,0.00526630386313336,-0.0211167797049937,35130676.16,"2"
"LLIT 2014",-0.54689876740816,0.0230434039828353,0.00595158358959526,0.00542552361974404,-0.0156664004885992,15334410,"2"
"MESO 2014",-0.540409157497166,0.0544460385959575,0.00577874048553203,-0.00818439106498244,0.000972077918623503,545829760,"2"
"MICR 2014",-0.54274054276824,0.0212138001713031,0.00574462217543047,0.00593504677307958,-0.0211047556308102,21231510.3,"2"
"MLSS 2014",-0.543812194337794,0.0236805210465153,0.00572645062326985,0.00524692712994639,-0.0173052368054922,48913025.9,"2"
"MSON 2014",-0.541015752455659,0.0238599029494453,0.00564894733114285,0.0052254959560867,-0.0197749991526113,49218113.36,"2"
"MTP 2014",-0.544578660878102,0.0243756472344601,0.00563940946754989,0.00419295856380965,-0.0172931479395031,8413063.75,"2"
"MYOS 2014",-0.541995817486658,0.0257937655046876,0.00559339994806756,0.00408666101899787,-0.0171629657882276,20075101.5,"2"
"NAOV 2014",-0.544168686141713,0.0212015438989207,0.00581281613804199,0.00572894936993413,-0.0202235994696621,1330864.5,"2"
"NAVB 2014",-0.550503250370494,0.035675262258663,0.00590995495561053,-0.000540382349350962,0.00178953720484145,284899507.2,"2"
"NBY 2014",-0.543113078394056,0.0298820874085792,0.00573975328277919,0.00248005522323811,-0.0138166283018591,32523828.75,"2"
"NMRD 2014",-0.543440938172792,0.0212312461451102,0.00577301023285026,0.00598359230284652,-0.0210209916142945,5e+07,"2"
"NNVC 2014",-0.545324817951256,0.0240677339983537,0.00585323449535985,0.00457784463913295,-0.0169072226036063,230687280,"2"
"OPGN 2014",-0.545276857072049,0.0244498797117996,0.00580039557456981,0.00475843141810648,-0.0164346902135913,51984725,"2"
"ORMP 2014",-0.542202349985396,0.0267128262516462,0.00568588578696864,0.00406214242379459,-0.0165896302882371,98464750.99,"2"
"PDEX 2014",-0.542967571837935,0.0221627931815068,0.005737639238906,0.00561758477180016,-0.0205748058531145,8843139.9,"2"
"PMD 2014",-0.5391210338441,0.0230882750234996,0.00576764965369927,0.00566828960720557,-0.0215057726129891,81432174.15,"2"
"PRPH 2014",-0.542136607308973,0.0238052146013054,0.0057137477314206,0.00472742370865271,-0.0184229706931002,22577394.74,"2"
"SLNO 2014",-0.546775927043311,0.0231088865818597,0.0058888699986623,0.00500825596459682,-0.0164268230546408,10099504.66,"2"
"SSKN 2014",-0.549879405642007,0.023051159377202,0.00599374735885604,0.00381090797944953,-0.0126819092556894,7244676,"2"
"SSY 2014",-0.539223441236971,0.0197927585645334,0.00568700932207879,0.0060422230172156,-0.0221218071145724,11520957.76,"2"
"TRIL 2014",-0.543352308544196,0.0238723421740041,0.00575996380346254,0.00466591709498788,-0.0184767014304188,58917420,"2"
"VTGN 2014",-0.543411036200458,0.0254794909943197,0.00570788553394232,0.00451370332264539,-0.0158569018964488,10746464.8,"2"
"VVUS 2014",-0.54908889728022,0.0427853748892604,0.00556631024989384,-0.00891809558620686,0.0403391854051581,298592755.2,"2"
"VXRT 2014",-0.536285848046887,0.0393191935557113,0.00506747079501799,0.00150731874343692,-0.0105933816054416,100021203.15,"2"
"XBIT 2014",-0.536032435727229,0.0476347889209888,0.00525419829376777,-0.0020053654108214,-0.000833691874499864,505968149.12,"2"
"XTLB 2014",-0.548231574061686,0.0218569250439139,0.00588190638765742,0.0057131746881943,-0.0158522760247166,9512700,"2"
"CMCSA 2014",9.65034030337928,-1.33114133580389,0.0589119685256885,0.563133983797708,-0.841745106302862,149451009911.61,"31"
"SIRI 2014",-0.195427148683885,0.0935143445563376,0.0257706242463958,-0.00545912018867497,0.457523391191717,19230551399.5,"2"
"CZR 2014",-0.665374689788692,-0.490072167939468,-0.0552959574674365,-0.311217387392972,1.42974748684137,2265047091.54,"14"
"F 2014",6.18221914219519,-4.720325928693,-0.215274947896149,-0.353535402723858,3.94721487245559,59654654963.5,"32"
"NKE 2014",1.53575794341729,0.341857167753754,0.018703019318271,0.148926492737909,-0.672029515711585,67370810500.56,"3"
"BABA 2014",1.51362864822793,1.65975992644566,-0.0469936010718965,-0.136278747057706,0.810448447999098,483045120000,"26"
"GM 2014",4.71232425769595,-1.86980493518384,-0.156120500625652,0.424321277387363,-0.857038757643926,56089767379.17,"33"
"LOW 2014",2.28897465495511,-0.383580922714191,0.066072464186374,0.171336569145256,-0.654417534772447,48411412791.21,"3"
"MAT 2014",0.261767285466023,-0.00474001425275909,-0.0126598587315918,0.0276219876020493,-0.311352111254442,10486688686.25,"2"
"MIK 2014",0.0728895007156522,-0.0910337059551476,0.00211365308681885,-0.0145013721945624,-0.103508288136647,3456827322.76,"2"
"DIS 2014",5.4431296834167,0.289947004858817,0.296033602437595,0.418992007172477,-2.26287826087127,152480652021.18,"15"
"LEN 2014",-0.146447085315812,-0.0559093473865739,0.0392666612055424,-0.145958080681056,0.00742635398871896,9337946846.2108,"2"
"MGM 2014",0.206536055283355,-0.520425353524618,0.0167175873638706,-0.111014542466778,0.61262318173435,10500149448.4,"8"
"CCL 2014",1.34601461161034,-0.351148084509667,-0.0596403345066245,0.169757530664102,-0.755063258347195,34279350765.03,"3"
"DISCA 2014",0.312260039453515,-0.0722011666141552,0.0468447710209667,-0.0246575088316837,0.123357908250331,15238462935.8,"2"
"EBAY 2014",1.40060769840417,0.930878457547795,0.338084838375771,0.103811796483014,0.340213317165516,29344093686.526,"9"
"KBH 2014",-0.206309696573249,-0.0308711291270597,-0.107667915788503,-0.101846310278477,-0.0785742990434614,1558874166.24,"2"
"DISCK 2014",0.300009479130473,-0.0545039183463525,0.0470468436841548,-0.0189132657018454,0.100710511814325,45065203514.46,"2"
"ETSY 2014",-0.516802911170297,0.0559073642926658,0.00505382428000418,-0.00268878316976344,-0.00151992113545257,1570573461.4,"2"
"GES 2014",-0.3596105364026,0.0416550057707888,0.00734391727323368,0.0268856982735701,-0.10266670202007,2294362865.67,"2"
"WYNN 2014",0.508085979196935,-0.251134916963887,-0.0301256460967967,-0.00760066526671904,-0.192338789272442,15076795801.72,"2"
"CHS 2014",-0.364021089636748,0.0610498306462942,0.0070877824160822,0.0113876844718759,-0.0495986435442214,2553388722.48,"2"
"SBUX 2014",1.25354655667848,0.308263384044901,0.071764295144851,-0.0860069971290549,-0.554338714987088,56542824000,"9"
"LVS 2014",2.16518411646966,-0.305979136287449,-0.0698585015388811,0.306071782747452,-1.10427873925557,46644214439.6,"3"
"IMAX 2014",-0.500725592712864,0.0710092661255284,0.0049689925022488,0.000745393611851532,0.00361123404523512,2117269514.1,"2"
"HD 2014",4.66891019060906,-0.302108200843562,0.184737308719531,0.36083529104144,-1.7222568917136,105743767532.52,"24"
"MLCO 2014",0.0131503207850433,-0.119323383257543,-0.0143110663373525,0.0189108588628243,-0.0665566847257675,12466606604.73,"2"
"DHI 2014",-0.113956250512692,-0.0787702151774032,0.0300444803973784,-0.124693445657329,-0.0318540178765244,7478974940.76,"2"
"HRB 2014",-0.179665906521558,0.0369981876456855,0.0235694010895748,0.0600261657043192,-0.168739573664036,7793259076.4,"2"
"IPG 2014",-0.041368877243519,0.0618995978850098,0.0112055059558036,0.00978813380830653,-0.0591179524689459,8686616994.64,"2"
"NYT 2014",-0.397994768799616,0.00234105614622785,0.000272622807465577,-0.00124487832314245,-0.0549845326160767,2024630386.92,"2"
"JCP 2014",-0.289363664260666,-0.282963584136049,-0.0458021495494696,-0.253329894130236,0.29349246247869,1730258424.16,"2"
"TV 2014",0.0782189938221012,-0.118845009745845,0.00396843771860997,0.0558836005574022,0.156976376626106,10750520000,"2"
"SEE 2014",-0.00875509705314435,0.0168709611070531,-0.011713172661843,-0.14023946783381,0.18487380245564,8959417604.45,"2"
"M 2014",1.14710663600508,-0.23577013732573,0.0377347181563918,0.0985197905395381,-0.314880846067745,18759418314.54,"9"
"TSLA 2014",-0.146609676351732,0.626345815420426,-0.0135674081600024,-0.205336970181336,0.510964464034834,27886165693.18,"2"
"TPR 2014",0.0833835428530579,0.213812529797777,0.0188099352238912,0.0442772527873441,-0.168732867336459,9373952851.64,"2"
"LKQ 2014",-0.161907388166927,-0.02600954556884,0.0160888442169577,-0.00160836287848899,-0.0446999041841359,8521360312.76,"2"
"FCAU 2014",3.37980743039782,0.328691712882978,-0.0974227749509102,-0.0309356478063185,1.51379518914814,39082050000,"34"
"LULU 2014",-0.414039336755458,0.033338584438798,0.0143221515467676,0.0279734241407387,-0.0848368036305781,5159716703.86,"2"
"UAA 2014",-0.312304525609035,0.121010749379097,0.0116010286994978,-0.0134929221747112,0.00125722510434885,14510022497.6,"2"
"GTN 2014",-0.48190500636102,-0.0199666389679632,0.00741554793754436,-0.0033345543326434,0.0471452630572407,655463110.4,"2"
"KAR 2014",-0.291474436938293,-0.00717287166109121,0.00755129793998506,0.00611171469848074,0.00871569120197602,1847239801.632,"2"
"DKS 2014",-0.28987901040265,0.00949223194444606,0.0210044374427944,0.0431637954221045,-0.158388681983197,6384999235.32,"2"
"GPK 2014",-0.417696044640339,-0.065991311730301,0.00544832346795389,0.0261271787988341,0.0702544572840949,4454198912.28,"2"
"TJX 2014",0.635198426000461,-0.0387465213858271,0.0999850419784767,0.234054451788686,-0.595074094646908,39997822930.32,"9"
"KSS 2014",0.806125296585086,-0.16427311345281,0.0196231833127121,0.0869901091639915,-0.456941560872056,10589219192.35,"9"
"DRI 2014",-0.0876451148160378,-0.019733764653035,-0.0131156017106956,0.0167532089712953,-0.0494384727145718,5867114899.9695,"2"
"VFC 2014",0.358309719275589,0.0931430920295755,0.0138184846885174,0.0941715996461159,-0.236989118513539,30686511253.8328,"2"
"BLL 2014",-0.0850524547346613,-0.130110635806026,0.00751631704720371,0.0521848183146156,-0.122761516354053,9333969331.5,"2"
"ODP 2014",-0.301857140931395,-0.0222532012244464,-0.00394613535749804,-0.0241381640736361,0.107303686272877,4712937923.75,"2"
"TOL 2014",-0.240021942575943,-0.0575652783484324,0.0164327525993502,-0.0113146786846745,-0.043586706165541,5684320350,"2"
"JMEI 2014",-0.496435556443473,0.0528622663087137,0.00530097476326003,0.00430912713770335,-0.0192842097754404,1366848000,"2"
"GME 2014",-0.163710886211044,0.0100509885856767,0.0161638982851886,0.0726652779807912,-0.218211806023282,3917877232.71,"2"
"LB 2014",0.272733601757285,-0.0862294541877781,0.0401317786312309,0.0216181172317641,-0.0191998655551692,14766624635.91,"2"
"TIF 2014",-0.161826353182148,-0.0145242394042305,0.001648825671593,-0.00219471321709493,-0.159771248290479,10652340073.56,"2"
"DLPH 2014",-0.396621664016015,0.0852503841912564,0.00891727831868653,0.038623317120083,-0.0305366574090078,5984939715.48,"2"
"NCLH 2014",-0.185118814511826,-0.194853811337765,-0.0075746403764958,-0.0314305890990281,0.220628080572351,9506414566.04,"2"
"WEN 2014",-0.395890629361382,-0.00123958861200125,0.00922509883929138,-0.00309610660179847,0.0477207123073928,3312971726.28,"2"
"GPS 2014",0.832384051612018,0.135564375325038,0.0546225113381633,0.0650438770212919,-0.627725874897084,16724311337.25,"9"
"MGA 2014",0.429308978270797,0.00514894220252066,0.0448710516929491,0.252287148802739,-0.531106343649206,45670041798.74,"2"
"AEO 2014",-0.37269646341597,-0.0168028527139262,0.00719748860083639,0.0322388999950656,-0.15079536523193,2542897185.01,"2"
"NWS 2014",-0.20323319542645,0.037957247404353,-0.0987335462301434,0.0693517725845072,-0.104707421865403,4879616031.66,"2"
"IP 2014",0.894929176627292,-0.582328123279668,-0.0324685128730378,0.137313628266186,-0.107888814876144,22697229600.78,"9"
"DAN 2014",-0.347881718621798,-0.00200607374731787,-0.0127412133346817,0.0172574045141439,0.0425859324469357,3682846721.02,"2"
"BBY 2014",0.592494288287552,0.0440249833563344,0.0069289529074979,0.0235630349610508,-0.255094902970482,7982396370.15,"2"
"SBH 2014",-0.31944683845572,-0.0460056476452638,0.01436122722982,0.00336270302358102,0.0294237989880101,4246629217.39,"2"
"YUM 2014",0.30201647458893,-0.105383493317816,0.0318923523609441,0.157042658272338,-0.36053443298001,23135844772.668,"2"
"GIII 2014",-0.468027751786086,0.0388697679379168,0.00805859468124829,0.00599892177302521,-0.0322525860872019,1427375475.37,"2"
"GT 2014",0.576742377784108,-0.207397251386181,-0.266931740744382,-0.0783003540590166,-0.266013125048964,7844250739.28,"2"
"FWONK 2014",-0.254918529828442,0.62842462361428,-0.0410508187207227,-0.131815207811689,0.2254669940331,9073866014.08,"2"
"ARMK 2014",-0.116175220064874,0.00337416893339232,-0.00116061556934665,-0.102209541248324,0.352624209861735,6162814278.12,"2"
"APTV 2014",0.255846136269699,0.12605112095004,-0.00194101426079401,0.117422998403774,-0.134501477827191,18047695463.1052,"2"
"CTB 2014",-0.377403419278723,0.0252779123180772,0.0130205092170818,0.0234811920211587,-0.0950035693983174,2013452075.25,"2"
"SKX 2014",-0.40872744256134,0.0309866240348663,0.00473724865381308,0.0133913434791334,-0.0650550025479023,2867600579.9679,"2"
"PHM 2014",-0.179052635353447,0.00325190884816632,0.0188133972513943,-0.0145534425661231,-0.0480984172664722,7956672245.34,"2"
"FL 2014",-0.199172405945477,0.0235320983580087,0.0209759741482685,0.0456672059872459,-0.201087016252285,5389725490.15,"2"
"BBBY 2014",0.220161701008693,0.0754944376133954,0.0472824332994832,0.102198882772416,-0.418562708758178,14449242845.7,"2"
"MAR 2014",0.189057401205231,0.116015743743899,0.0170649896584179,-0.00805544598761247,-0.00246582685432525,22110644082.33,"2"
"SHOO 2014",-0.451699348707018,0.0576169464223745,0.00879431163241503,0.00816631302114786,-0.0375599533728501,2044359330.32,"2"
"ANF 2014",-0.161225396018375,0.0901359642633601,-0.00692125630582594,-0.0177083056629923,-0.102999636221948,2570839641.75,"2"
"MTOR 2014",-0.45841904991695,-0.00713099068154772,0.00510689658852954,0.0111301438275877,0.0213678315196907,1061614029.35,"2"
"EVC 2014",-0.53228305861755,0.0206445019835743,0.00707162716667227,0.00346492476203063,0.0203346097986397,568967457.6,"2"
"TSCO 2014",-0.257614588517128,-3.08456472813025e-05,0.0238036710374236,0.0500698084291562,-0.199802289135195,11551373522.83,"2"
"URBN 2014",-0.366014229133478,0.0321469719829248,0.0156919340278134,0.0394219184324463,-0.108322565985579,5276628976.5,"2"
"ETM 2014",-0.5191438145259,0.0146149822146733,0.00705091491540513,0.00139880690453196,0.0170061968006666,475325365.12,"2"
"TPH 2014",-0.442540435710271,-0.0138485280604985,0.00867377632327814,-0.0282731782502705,0.0114880224328645,2460415876.5,"2"
"IGT 2014",-0.165687474713553,0.014975259840549,0.0250926549031183,0.0563550668748336,0.0648583886824606,4638960000,"2"
"BLMN 2014",-0.423714897418862,0.00402476314806353,0.00268546789251888,0.00761561358584408,0.0668267037308458,3041962483.68,"2"
"GNTX 2014",-0.337108190981804,0.113692569033417,0.0124493117468795,0.00944852063502165,-0.0684358093522721,5289105962.88,"2"
"RCL 2014",0.390816211626225,-0.307802485804486,-0.0278850552961287,0.0292291007949398,-0.0289855257702584,18354962014.89,"2"
"W 2014",-0.469221423308759,0.153431008042491,0.00137909289004044,-0.0348518049664145,0.0922843965525841,1645866978.05,"2"
"MDC 2014",-0.444422665111745,-0.00849643870602331,0.00822651637145013,-0.0252381685348968,-0.0215207115396877,1465330509.4402,"2"
"ALV 2014",0.0830420288455693,0.332320090186426,0.00484811744751086,-0.0297880737315347,-0.0988630468167168,6921664828.6434,"2"
"BYD 2014",-0.361478208734685,-0.0987580545214436,-0.00130364676123216,-0.0294799619913776,0.176563137597525,1385668586.16,"2"
"WGO 2014",-0.510052617938445,0.0276978754401645,0.00703975753032554,0.00532736199260623,-0.0403187766303228,674731498.6,"2"
"FBHS 2014",-0.32662912100225,0.0523425138042164,0.0111770570427496,0.00166635536083705,-0.0228263305333998,7142138799.3,"2"
"EXPE 2014",0.310692162467293,0.619357899605203,-0.026032712423583,-0.0537380741859491,0.205721371655568,10802134377.76,"2"
"TVPT 2014",-0.420455830140958,0.0211705835600037,0.00419697463996794,-0.0508019262679694,0.230885034364736,1461236208.84,"2"
"OUT 2014",-0.236206388242859,-0.0412872230369177,-0.0310137661715149,-0.0108498278018607,-0.035199151147342,3612774822.36,"2"
"CROX 2014",-0.474236750633619,0.0397902905925927,0.00252346639530208,-0.00408628526931044,-0.0250560101547895,1030387192.77,"2"
"QRTEA 2014",0.360258076861838,-0.126135419095285,-0.000616203867544275,-0.0195370921829369,0.180043545505119,14003375994.78,"2"
"TRIP 2014",-0.260804159887948,0.284196607724866,0.00275598600849978,-0.0304323355632832,0.0794566714668684,10670726222.18,"2"
"RH 2014",-0.42129025538582,0.163719970481353,0.00271352094841225,-0.0316959277249917,0.0839427682350901,2133980003.55,"2"
"VIAB 2014",1.52326681171241,-0.278429964602084,0.0611758924332336,-0.0273345251742033,-0.255306956919371,32547943357.18,"3"
"QSR 2014",-0.0960589859177498,-0.336983715880161,-0.00300101346317717,-0.136485407421461,0.455488143845404,7890937864.32,"2"
"ETH 2014",-0.478374072239383,0.0117285039679581,0.00589179490586851,0.00842673621109916,-0.0507656960080529,715622683.9,"2"
"BGFV 2014",-0.505480427069407,0.0175909937261621,0.0053725135814051,0.00643252400274826,-0.0316430961963196,329280113.25,"2"
"CBS 2014",0.162990596781065,0.283644317928226,0.0384092803928554,-0.0641046886263849,0.778424615723487,28681289026.04,"14"
"WRK 2014",-0.0784023500757581,-0.0114080388402463,0.0211017496689704,0.0406250568541121,0.0117727318869521,14367570161.367,"2"
"MCD 2014",4.30142119532326,-0.574656899774771,0.17039152310165,0.363851770332113,-2.63218857376091,91189179475.1,"7"
"AXL 2014",-0.424524459058968,-0.0192622873736422,0.00466738858351299,0.00593627807156092,0.050023404001031,1711353770.01,"2"
"SIG 2014",-0.268561795726365,0.0260591719386674,0.0203106174055583,0.0209054197164994,-0.189393601155004,6094769739.04,"2"
"TILE 2014",-0.496865832272206,0.0154226581246246,0.00527581495608762,0.00364761839433449,-0.0166386136727472,1105583719.96,"2"
"CAKE 2014",-0.398591250193377,0.0497433883651459,0.00406336447646119,0.0162575354156762,-0.067420513831619,2501897638.2,"2"
"TMHC 2014",-0.418842279086359,-0.00836643660182129,0.0114153978147278,-0.0282813708306184,-0.00163566417263599,2310019488.84,"2"
"BZUN 2014",-0.520592068174893,0.0600744953374975,0.00451251995871809,-0.00601761504795112,0.00548227699943811,238177900,"2"
"NWSA 2014",-0.212155096145532,-0.00894569502589184,-0.0889997586635879,0.0969312156240996,-0.133185395688072,10387676656.5,"2"
"ULTA 2014",-0.431406180241495,0.0275038512097866,0.0155758075840029,0.0338818569134949,-0.0649273188358925,5391026339.16,"2"
"PRTY 2014",-0.396000721668041,-0.0622625065366355,0.0040452534695816,-0.016600873458348,0.0622346164352241,1971515925,"2"
"JACK 2014",-0.429584230061977,0.0171260302713967,0.00790579133663505,0.00953275086248899,-0.0424532027388186,2641521026.88,"2"
"CPRT 2014",-0.436141285093437,0.0609805689062771,0.0116993743027268,0.0121534187900603,-0.0165750087327245,4207404464.6,"2"
"EAT 2014",-0.337155824481826,0.01099268455575,0.00592996367748379,0.0156444159825335,-0.0808725000350786,3305383259.92,"2"
"DXLG 2014",-0.540203991482629,0.0194974471057595,0.0113028222163089,0.00677752801249277,-0.0093178883542416,266875243.6,"2"
"OMC 2014",1.52160912769679,-0.238000644612782,0.00240394986215719,0.0328715236027832,-0.702458378946605,19226479267.31,"3"
"MHK 2014",-0.118209676282924,-0.000906925722112822,0.00490263826762141,0.0189726926475622,-0.0957978505594552,11325262539.36,"2"
"SPWH 2014",-0.472179430713941,0.00521836194409593,0.00541848763919561,0.00409498389600662,-0.0593324855714678,404909682.57,"2"
"CTAS 2014",-0.120199272220962,0.0103907359138788,0.0146433090362467,0.0213467686343031,-0.151621478122044,7478381207.64,"2"
"HAS 2014",0.0928680053799867,0.161447943035267,-0.00251728067422781,-0.0331825373663364,-0.147376719082142,7025639731.5,"2"
"AN 2014",-0.0611656652852414,-0.0419821455347957,0.0205207979884321,-0.00101493764056134,-0.101259361022955,6835017743.33,"2"
"VC 2014",-0.50496374681702,-0.0052921466029217,0.00824248151181292,0.0187456448135531,0.0182127532323557,4733864766.54,"2"
"DPZ 2014",-0.455994406812593,-0.0612003984033117,0.0143376724307362,0.00980054820097361,0.0278455997085787,5249751643.2,"2"
"TTM 2014",1.62149421382754,-0.500690440702212,0.00121696139361071,0.505777118179458,-0.278566049694279,14547850000,"3"
"FIVE 2014",-0.518738507129591,0.0457570316624136,0.0067134223593238,0.00175417284872104,-0.00395485654308826,1915154564.96,"2"
"SIX 2014",-0.196789378856145,0.291089069710308,-0.00579740041068474,-0.0708504728335857,0.207460955633101,4039499892.95,"2"
"HTHT 2014",-0.512936866950334,0.0298139583273588,0.00582371218542868,0.0251956596618416,-0.0241187513819428,11557065000,"2"
"PENN 2014",-0.375156346080281,-0.183488541560847,0.00469306427878145,-0.046280501732928,0.281211896650045,1080603778.12,"14"
"UA 2014",-0.2224482150262,0.112302311759712,0.00941727776308606,-0.00988643212891054,-0.0852222645341989,4143829961.33,"2"
"THO 2014",-0.400108626678372,0.0263909344859842,0.0102730281265751,0.0178142736733953,-0.12120136283042,2823591911.24,"2"
"TGNA 2014",0.326041546556576,-0.114423175007323,0.00533112525745927,-0.0101672731519127,-0.275878755903945,3839553732.6378,"2"
"THRM 2014",-0.485408956523274,0.0725010117817502,0.00580980900229385,1.35278224508426e-05,-0.00902346169034199,1307390980.72,"2"
"HLT 2014",0.358846870100956,-0.320933798689901,0.0258534052946238,-0.0967430026943886,0.640019601338065,17571054810.4196,"8"
"PIR 2014",-0.430748422416935,0.0365422862149994,0.00927006565944265,0.0137339551908715,-0.0610812139482877,1970714312,"2"
"STAY 2014",-0.353728788383679,-0.0463082566233091,0.00442947218656162,0.00748507225344957,0.0157782928431529,3951352313.36,"2"
"ROST 2014",-0.0633465930809717,0.139409754773555,0.0454169477868801,0.0664425622759659,-0.156793141901261,14169367772.83,"2"
"CSL 2014",-0.318036439153069,0.0124569635962104,0.013155440444964,0.014511747399047,-0.109432586098422,5790377560.32,"2"
"WSM 2014",-0.258495127910535,0.102292119919822,0.0142569620746148,0.0224971648714954,-0.0860548480865531,5017515381.54,"2"
"BWA 2014",-0.086389332475124,0.0540535660471031,0.023328756013564,0.0426978200731792,-0.187539756507139,12494180254.15,"2"
"CAL 2014",-0.43792616314787,0.00338305933496776,0.00451954226117066,0.0110913970729471,-0.0507094427323876,985725933.06,"2"
"OI 2014",-0.326964709087556,-0.0683154497383541,0.00767227447417809,0.0124918016606704,0.130717063093608,4450914611.33,"2"
"MATW 2014",-0.444930400506425,-0.00271417506650086,0.00535050250155599,-0.00123979765426357,-0.0211030671234702,1440935824.02,"2"
"PLNT 2014",-0.515762373304579,0.00503377745317543,0.00474467096745456,0.00751003024358812,-0.00824123727226171,1579355840,"2"
"MELI 2014",-0.450511067138899,0.0450746424020528,0.00781026963276414,0.0122557119927447,-0.0330184802026463,5637214207.24,"2"
"SGMS 2014",-0.154464344405349,-0.235397624085423,-0.0375884183247495,-0.131497425320457,0.449750144172539,1079874239.32,"2"
"ARCO 2014",-0.46400282584284,-0.0064906744900784,0.00707646259373909,0.00748133730393806,0.00595237854655205,1455900000,"2"
"JWN 2014",0.199120999219801,-0.00652574023856273,0.0297798396062149,0.0469425757021955,-0.0456829171560675,10771929779.13,"2"
"SBGI 2014",-0.289552466946886,-0.106308101215425,0.0085663570940429,-0.0202686356537904,0.145070464007866,2613612618.72,"2"
"PLAY 2014",-0.487218665206495,-0.00433251660574097,0.0035924815131285,0.0080819252611287,-0.00636151728671615,802182506.31,"2"
"TSE 2014",-0.487059380066896,-0.013682343216463,0.0062479033012836,-0.00763864627996734,0.0619555787209659,851028944.15,"2"
"LYV 2014",-0.324016816828002,-0.00314488280624934,-0.00351615256035211,-0.0226174186903679,0.144829014199863,5239206594.44,"2"
"ELY 2014",-0.48847950835405,0.0484519005050437,0.00401837610174636,-0.001025844438624,-0.0127899009001231,597313724.7,"2"
"H 2014",-0.25677112652234,0.0843522037472497,0.01553003028834,-0.00833795718999903,0.0178102984300064,9140177665.17,"2"
"EXPR 2014",-0.431940374939541,0.059260068817413,0.00987156102984426,0.00619761166967003,-0.0132324912385533,1413698684.52,"2"
"VSTO 2014",-0.453519384102688,-0.0105026929013278,0.0127281260168846,0.0045883728367956,0.0111562868344546,2406209193.92,"2"
"DDS 2014",-0.186138274516083,-0.0458580611835154,0.0138847792878995,0.0380206785504446,-0.180247486372203,3743823548.52,"2"
"CUK 2014",1.1596204854207,-0.302128769912351,-0.0556091682007248,0.172298978130594,-0.627418265288839,20809440000,"3"
"KMX 2014",0.0231674758401154,-0.158548735083551,0.0289516837870754,-0.208368541252597,0.272799400718217,10810725679.77,"2"
"PLCE 2014",-0.44875980648136,0.0642061963732799,0.00386266128680631,0.00717390490099853,-0.0154368375109806,1132135166.76,"2"
"SCHL 2014",-0.422374474950324,0.0208106433763012,-0.00116213145685871,0.0124457937296005,-0.0586098597924305,1027410769.31,"2"
"SEAS 2014",-0.40390349326726,-0.0509625868739606,0.00451712685602633,0.00657971710947743,0.0102508177001798,1610957469.6,"2"
